dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1512781200,2017-12-09 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.13,-6.7,-3.7,-1,1012,,,52,2.1,180,,,,,90,804,Clouds,overcast clouds,04n
1512784800,2017-12-09 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.86,-7.15,-3.09,-0.6,1012,,,50,3.1,180,,,,,90,804,Clouds,overcast clouds,04n
1512788400,2017-12-09 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.84,-7.53,-3.65,-1,1012,,,47,3.6,190,,,,,90,804,Clouds,overcast clouds,04n
1512792000,2017-12-09 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.05,-7.67,-3.73,-1,1011,,,52,3.6,160,,,,,90,804,Clouds,overcast clouds,04n
1512795600,2017-12-09 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.71,-7.94,-4,-1.7,1011,,,57,3.1,160,,,,,90,804,Clouds,overcast clouds,04n
1512799200,2017-12-09 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.72,-8.3,-4,-1.7,1010,,,57,3.6,160,,,,,90,804,Clouds,overcast clouds,04n
1512802800,2017-12-09 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.06,-8.63,-4,-2,1009,,,59,3.6,170,,,,,90,804,Clouds,overcast clouds,04n
1512806400,2017-12-09 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.32,-9.23,-4.4,-2,1009,,,61,4.1,180,,,,,90,804,Clouds,overcast clouds,04n
1512810000,2017-12-09 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.68,-9.48,-4.4,-2.8,1009,,,70,4.1,190,,,0.14,,90,600,Snow,light snow,13n
1512813600,2017-12-09 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.84,-9.44,-5.6,-2.8,1008,,,84,4.1,160,,,0.14,,90,600,Snow,light snow,13n
1512813600,2017-12-09 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.84,-9.44,-5.6,-2.8,1008,,,84,4.1,160,,,0.14,,90,701,Mist,mist,50n
1512817200,2017-12-09 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.33,-8.86,-6,-3,1007,,,88,2.6,160,,,0.3,,90,600,Snow,light snow,13n
1512817200,2017-12-09 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.33,-8.86,-6,-3,1007,,,88,2.6,160,,,0.3,,90,701,Mist,mist,50n
1512820800,2017-12-09 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.31,-9.19,-5.6,-3.3,1008,,,88,3.1,160,,,0.19,,90,600,Snow,light snow,13n
1512820800,2017-12-09 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.31,-9.19,-5.6,-3.3,1008,,,88,3.1,160,,,0.19,,90,701,Mist,mist,50n
1512824400,2017-12-09 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.52,-10.43,-5.6,-3.9,1007,,,91,4.6,160,,,0.3,,90,600,Snow,light snow,13d
1512824400,2017-12-09 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.52,-10.43,-5.6,-3.9,1007,,,91,4.6,160,,,0.3,,90,701,Mist,mist,50d
1512828000,2017-12-09 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.5,-9.71,-5,-3.88,1007,,,91,3.6,150,,,0.24,,90,600,Snow,light snow,13d
1512828000,2017-12-09 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.5,-9.71,-5,-3.88,1007,,,91,3.6,150,,,0.24,,90,701,Mist,mist,50d
1512831600,2017-12-09 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.12,-9.29,-5,-3,1007,,,91,3.6,160,,,0.27,,90,600,Snow,light snow,13d
1512831600,2017-12-09 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.12,-9.29,-5,-3,1007,,,91,3.6,160,,,0.27,,90,701,Mist,mist,50d
1512835200,2017-12-09 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.54,-8.01,-4.4,-2.8,1007,,,87,2.6,160,,,0.3,,90,600,Snow,light snow,13d
1512835200,2017-12-09 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.54,-8.01,-4.4,-2.8,1007,,,87,2.6,160,,,0.3,,90,701,Mist,mist,50d
1512838800,2017-12-09 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.11,-8.28,-3.9,-2.44,1007,,,84,3.6,150,,,0.3,,90,600,Snow,light snow,13d
1512838800,2017-12-09 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.11,-8.28,-3.9,-2.44,1007,,,84,3.6,150,,,0.3,,90,701,Mist,mist,50d
1512842400,2017-12-09 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.59,-6.66,-3.9,-2,1007,,,84,2.1,160,,,,,90,600,Snow,light snow,13d
1512842400,2017-12-09 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.59,-6.66,-3.9,-2,1007,,,84,2.1,160,,,,,90,701,Mist,mist,50d
1512846000,2017-12-09 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.37,-6.46,-3,-1.88,1006,,,80,2.06,190,,,,,90,804,Clouds,overcast clouds,04d
1512849600,2017-12-09 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.19,-5.9,-3,-1.7,1007,,,80,1.54,190,,,,,90,600,Snow,light snow,13d
1512849600,2017-12-09 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.19,-5.9,-3,-1.7,1007,,,80,1.54,190,,,,,90,701,Mist,mist,50d
1512853200,2017-12-09 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.39,-6.09,-3,-1.7,1008,,,80,1.5,220,,,,,90,804,Clouds,overcast clouds,04d
1512856800,2017-12-09 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.65,-7.08,-3.1,-2,1009,,,84,2.6,250,,,,,90,600,Snow,light snow,13d
1512856800,2017-12-09 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.65,-7.08,-3.1,-2,1009,,,84,2.6,250,,,,,90,701,Mist,mist,50d
1512860400,2017-12-09 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.69,-7.12,-3.17,-2,1010,,,84,2.6,290,,,,,90,804,Clouds,overcast clouds,04n
1512864000,2017-12-10 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.75,-7.3,-3.1,-2,1011,,,77,2.6,310,,,,,90,804,Clouds,overcast clouds,04n
1512867600,2017-12-10 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.74,-7.53,-3.3,-2,1011,,,84,3.1,290,,,,,90,804,Clouds,overcast clouds,04n
1512871200,2017-12-10 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.39,-7.49,-3.07,-1.7,1012,,,84,3.6,280,,,,,90,804,Clouds,overcast clouds,04n
1512874800,2017-12-10 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.36,-7.46,-3,-1.1,1013,,,84,3.6,280,,,,,90,804,Clouds,overcast clouds,04n
1512878400,2017-12-10 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.21,-8.11,-4,-1,1013,,,77,4.6,270,,,,,90,804,Clouds,overcast clouds,04n
1512882000,2017-12-10 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.68,-7.98,-3.45,-2,1013,,,74,3.6,280,,,,,40,802,Clouds,scattered clouds,03n
1512885600,2017-12-10 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.34,-9.33,-6.4,-2.76,1014,,,81,3.1,270,,,,,1,800,Clear,sky is clear,01n
1512889200,2017-12-10 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.98,-10.02,-6,-3.49,1014,,,81,3.1,260,,,,,90,804,Clouds,overcast clouds,04n
1512892800,2017-12-10 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.58,-9.19,-6,-3,1014,,,84,2.6,230,,,,,90,804,Clouds,overcast clouds,04n
1512896400,2017-12-10 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.53,-8.75,-5.52,-3.3,1014,,,87,2.1,200,,,,,90,600,Snow,light snow,13n
1512896400,2017-12-10 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.53,-8.75,-5.52,-3.3,1014,,,87,2.1,200,,,,,90,701,Mist,mist,50n
1512900000,2017-12-10 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.35,-9.25,-5.08,-3.3,1014,,,87,3.1,210,,,,,90,804,Clouds,overcast clouds,04n
1512903600,2017-12-10 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.81,-8.31,-4.54,-3,1014,,,87,2.6,200,,,,,90,804,Clouds,overcast clouds,04n
1512907200,2017-12-10 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.41,-8.92,-4.22,-2.8,1014,,,87,4.1,200,,,,,90,804,Clouds,overcast clouds,04n
1512910800,2017-12-10 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.27,-9.27,-4.24,-2,1014,,,77,4.6,230,,,,,90,804,Clouds,overcast clouds,04d
1512914400,2017-12-10 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.32,-9.68,-4.35,-2,1014,,,77,5.1,200,,,,,90,804,Clouds,overcast clouds,04d
1512918000,2017-12-10 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.73,-10.94,-4.7,-2.8,1014,,,74,6.2,210,,,,,90,804,Clouds,overcast clouds,04d
1512921600,2017-12-10 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.02,-12,-5,-3,1014,,,71,7.2,200,,,,,90,804,Clouds,overcast clouds,04d
1512925200,2017-12-10 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.99,-10.51,-4.5,-3.3,1013,,,70,5.1,210,,,,,90,804,Clouds,overcast clouds,04d
1512928800,2017-12-10 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.3,-10.18,-4.4,-2,1013,,,70,5.7,210,,,,,90,804,Clouds,overcast clouds,04d
1512932400,2017-12-10 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.21,-9.7,-3.9,-2.75,1012,,,68,5.1,190,,,,,90,804,Clouds,overcast clouds,04d
1512936000,2017-12-10 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.95,-9.38,-3.3,-2.2,1012,,,70,5.1,190,,,,,90,804,Clouds,overcast clouds,04d
1512939600,2017-12-10 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.73,-9.6,-3.3,-2,1013,,,68,5.7,200,,,,,90,804,Clouds,overcast clouds,04d
1512943200,2017-12-10 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.66,-8.72,-3.3,-1.7,1013,,,70,4.6,200,,,,,90,804,Clouds,overcast clouds,04d
1512946800,2017-12-10 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.49,-7.77,-3.3,-1.7,1013,,,74,3.6,190,,,,,90,804,Clouds,overcast clouds,04n
1512950400,2017-12-11 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.36,-8.28,-3.3,-1.7,1014,,,77,4.6,200,,,,,90,804,Clouds,overcast clouds,04n
1512954000,2017-12-11 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.18,-7.68,-3.2,-1,1014,,,80,4.1,220,,,,,90,804,Clouds,overcast clouds,04n
1512957600,2017-12-11 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.07,-7.14,-3.1,-1,1014,,,84,3.6,250,,,,,90,804,Clouds,overcast clouds,04n
1512961200,2017-12-11 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.06,-7.82,-3.3,-1,1015,,,84,4.6,260,,,,,90,804,Clouds,overcast clouds,04n
1512964800,2017-12-11 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.12,-7.89,-3.5,-1,1015,,,84,4.6,310,,,,,90,804,Clouds,overcast clouds,04n
1512968400,2017-12-11 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.43,-8.3,-4,-1,1016,,,80,4.6,290,,,,,90,804,Clouds,overcast clouds,04n
1512972000,2017-12-11 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.68,-7.88,-4.4,-2,1016,,,80,3.6,300,,,,,90,804,Clouds,overcast clouds,04n
1512975600,2017-12-11 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.25,-8.48,-6,-2.8,1016,,,84,2.1,270,,,,,1,800,Clear,sky is clear,01n
1512979200,2017-12-11 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.78,-9.82,-7.3,-3,1017,,,80,3.1,300,,,,,90,804,Clouds,overcast clouds,04n
1512982800,2017-12-11 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.39,-8.32,-6.2,-2.8,1017,,,77,1.5,340,,,,,90,804,Clouds,overcast clouds,04n
1512986400,2017-12-11 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.34,-8.99,-6,-3,1017,,,80,2.6,270,,,,,90,804,Clouds,overcast clouds,04n
1512990000,2017-12-11 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.44,-7.93,-6,-2.8,1017,,,84,1.01,67,,,,,90,804,Clouds,overcast clouds,04n
1512993600,2017-12-11 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.59,-8.38,-6,-3,1017,,,88,1.5,170,,,,,90,804,Clouds,overcast clouds,04n
1512997200,2017-12-11 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.25,-7.78,-5.6,-3,1017,,,87,1.15,160,,,,,90,804,Clouds,overcast clouds,04d
1513000800,2017-12-11 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.82,-8.03,-5.5,-2.8,1017,,,83,2.1,150,,,,,90,804,Clouds,overcast clouds,04d
1513004400,2017-12-11 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.61,-8.79,-5,-3,1016,,,87,3.6,120,,,0.18,,90,600,Snow,light snow,13d
1513004400,2017-12-11 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.61,-8.79,-5,-3,1016,,,87,3.6,120,,,0.18,,90,701,Mist,mist,50d
1513008000,2017-12-11 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.48,-8.29,-4.5,-2.7,1015,,,87,3.1,150,,,0.2,,90,600,Snow,light snow,13d
1513008000,2017-12-11 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.48,-8.29,-4.5,-2.7,1015,,,87,3.1,150,,,0.2,,90,701,Mist,mist,50d
1513011600,2017-12-11 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.64,-7.63,-3.52,-2,1014,,,92,3.6,150,,,0.4,,90,600,Snow,light snow,13d
1513011600,2017-12-11 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.64,-7.63,-3.52,-2,1014,,,92,3.6,150,,,0.4,,90,701,Mist,mist,50d
1513015200,2017-12-11 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.27,-6.94,-3.25,-1,1013,,,88,3.1,160,,,,,90,701,Mist,mist,50d
1513018800,2017-12-11 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.91,-6.54,-3.05,-1,1011,,,88,3.1,150,,,,,90,804,Clouds,overcast clouds,04d
1513022400,2017-12-11 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.55,-6.49,-2.4,-1,1010,,,88,3.6,150,,,,,90,804,Clouds,overcast clouds,04d
1513026000,2017-12-11 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.41,-6.81,-2.11,-0.6,1009,,,81,4.1,130,,,,,90,804,Clouds,overcast clouds,04d
1513029600,2017-12-11 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.36,-5.5,-2.72,0,1008,,,92,2.6,130,,,0.82,,90,600,Snow,light snow,13d
1513029600,2017-12-11 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.36,-5.5,-2.72,0,1008,,,92,2.6,130,,,0.82,,90,701,Mist,mist,50d
1513033200,2017-12-11 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.37,-5.11,-2.52,0,1008,,,95,2.1,110,,,0.2,,90,600,Snow,light snow,13n
1513033200,2017-12-11 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.37,-5.11,-2.52,0,1008,,,95,2.1,110,,,0.2,,90,701,Mist,mist,50n
1513036800,2017-12-12 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.3,-4.61,-2.57,0,1007,,,95,1.5,120,,,0.59,,90,600,Snow,light snow,13n
1513036800,2017-12-12 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.3,-4.61,-2.57,0,1007,,,95,1.5,120,,,0.59,,90,701,Mist,mist,50n
1513040400,2017-12-12 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.25,-4.69,-2.62,0.2,1007,,,92,1.62,158,,,0.2,,90,600,Snow,light snow,13n
1513040400,2017-12-12 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.25,-4.69,-2.62,0.2,1007,,,92,1.62,158,,,0.2,,90,701,Mist,mist,50n
1513044000,2017-12-12 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.18,-4.18,-2.19,0,1006,,,96,1.1,199,,,0.2,,90,600,Snow,light snow,13n
1513044000,2017-12-12 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.18,-4.18,-2.19,0,1006,,,96,1.1,199,,,0.2,,90,701,Mist,mist,50n
1513047600,2017-12-12 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.36,-4.43,-2.57,-0.5,1006,,,96,1.18,300,,,0.8,2,90,601,Snow,snow,13n
1513047600,2017-12-12 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.36,-4.43,-2.57,-0.5,1006,,,96,1.18,300,,,0.8,2,90,701,Mist,mist,50n
1513051200,2017-12-12 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.24,-4.52,-2.49,0,1005,,,96,1.5,310,,,0.41,,90,600,Snow,light snow,13n
1513051200,2017-12-12 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.24,-4.52,-2.49,0,1005,,,96,1.5,310,,,0.41,,90,701,Mist,mist,50n
1513054800,2017-12-12 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.36,-5.15,-2.01,-0.6,1004,,,92,2.1,300,,,0.3,,90,600,Snow,light snow,13n
1513054800,2017-12-12 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.36,-5.15,-2.01,-0.6,1004,,,92,2.1,300,,,0.3,,90,701,Mist,mist,50n
1513058400,2017-12-12 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.11,-6.27,-1.7,-0.6,1004,,,92,4.1,280,,,,,90,701,Mist,mist,50n
1513062000,2017-12-12 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.86,-8.16,-2,0.6,1004,,,92,7.2,300,,,,,90,701,Mist,mist,50n
1513065600,2017-12-12 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.22,-8.42,-2.8,0,1005,,,81,6.7,320,,,,,90,804,Clouds,overcast clouds,04n
1513069200,2017-12-12 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.24,-9.56,-4,-1,1006,,,80,6.7,310,,,,,90,600,Snow,light snow,13n
1513072800,2017-12-12 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.33,-12.93,-5.31,-2,1007,,,80,9.8,300,,,,,90,600,Snow,light snow,13n
1513076400,2017-12-12 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.55,-12.32,-7,-3,1008,,,64,6.7,300,,,,,90,721,Haze,haze,50n
1513080000,2017-12-12 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.83,-13.75,-8,-4,1009,,,59,6.7,310,,,,,40,802,Clouds,scattered clouds,03n
1513083600,2017-12-12 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-6.77,-16.15,-8,-5.6,1010,,,64,8.8,290,,,,,75,803,Clouds,broken clouds,04d
1513087200,2017-12-12 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.11,-14.34,-9,-6,1011,,,64,5.7,290,,,,,75,803,Clouds,broken clouds,04d
1513090800,2017-12-12 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-6.89,-15.23,-8.1,-6,1012,,,58,7.2,290,,,,,40,802,Clouds,scattered clouds,03d
1513094400,2017-12-12 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-6.77,-15.5,-8.5,-6,1012,,,54,7.7,300,,,,,40,802,Clouds,scattered clouds,03d
1513098000,2017-12-12 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-6.69,-15.81,-7.9,-5.7,1011,,,51,8.2,300,,,,,75,803,Clouds,broken clouds,04d
1513101600,2017-12-12 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-6.89,-15.68,-8,-6,1011,,,50,7.7,270,,,,,40,802,Clouds,scattered clouds,03d
1513105200,2017-12-12 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-6.77,-16.67,-8,-5.6,1011,,,50,9.3,280,,,,,20,801,Clouds,few clouds,02d
1513108800,2017-12-12 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.36,-16.16,-8.3,-6.5,1011,,,51,7.7,300,,,,,90,804,Clouds,overcast clouds,04d
1513112400,2017-12-12 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.2,-14.15,-8.1,-6,1012,,,53,5.1,270,,,,,75,803,Clouds,broken clouds,04d
1513116000,2017-12-12 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.06,-15.32,-9,-7,1012,,,66,5.7,280,,,,,75,600,Snow,light snow,13d
1513119600,2017-12-12 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.82,-15.63,-10,-7.2,1012,,,73,5.1,280,,,,,90,804,Clouds,overcast clouds,04n
1513123200,2017-12-13 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.65,-14.48,-10,-7.8,1013,,,66,3.6,280,,,,,75,803,Clouds,broken clouds,04n
1513126800,2017-12-13 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-9.06,-14.11,-10,-7.8,1013,,,76,2.6,270,,,,,75,803,Clouds,broken clouds,04n
1513130400,2017-12-13 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.7,-14.11,-10.11,-8,1012,,,73,3.1,280,,,,,90,600,Snow,light snow,13n
1513134000,2017-12-13 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.62,-14.75,-10.17,-7.8,1013,,,70,4.1,250,,,,,90,804,Clouds,overcast clouds,04n
1513137600,2017-12-13 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.62,-15.55,-10.75,-7,1012,,,61,5.1,270,,,,,75,803,Clouds,broken clouds,04n
1513141200,2017-12-13 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-9.75,-15.26,-12,-7.8,1012,,,69,3.1,250,,,,,20,801,Clouds,few clouds,02n
1513144800,2017-12-13 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-10.33,-15.49,-12.2,-8.9,1012,,,72,2.6,260,,,,,1,800,Clear,sky is clear,01n
1513148400,2017-12-13 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-9.94,-15.8,-12.26,-9,1011,,,70,3.6,250,,,,,90,804,Clouds,overcast clouds,04n
1513152000,2017-12-13 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-9.28,-13.63,-12.72,-8,1011,,,70,1.5,270,,,,,90,804,Clouds,overcast clouds,04n
1513155600,2017-12-13 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-9.18,-14.27,-13.44,-7.8,1011,,,73,2.6,220,,,,,90,804,Clouds,overcast clouds,04n
1513159200,2017-12-13 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.78,-13.84,-9.5,-7.61,1010,,,73,2.6,210,,,,,90,804,Clouds,overcast clouds,04n
1513162800,2017-12-13 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.57,-13.62,-9.4,-7.1,1010,,,73,2.6,190,,,,,90,804,Clouds,overcast clouds,04n
1513166400,2017-12-13 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-8.13,-13.47,-9,-6.83,1010,,,76,3.1,180,,,,,90,804,Clouds,overcast clouds,04n
1513170000,2017-12-13 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.81,-13.08,-9,-6.44,1009,,,80,3.1,160,,,,,90,804,Clouds,overcast clouds,04d
1513173600,2017-12-13 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.61,-13.49,-9.08,-6.09,1008,,,87,4.1,160,,,,,90,600,Snow,light snow,13d
1513173600,2017-12-13 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.61,-13.49,-9.08,-6.09,1008,,,87,4.1,160,,,,,90,701,Mist,mist,50d
1513177200,2017-12-13 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.38,-12.89,-8.3,-6.14,1008,,,87,3.6,160,,,0.3,0.3,90,600,Snow,light snow,13d
