dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1509494400,2017-11-01 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.45,-0.21,2,4.4,1021,,,69,2.06,210,,,,,90,804,Clouds,overcast clouds,04n
1509498000,2017-11-01 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,2.97,-2.33,2,4,1021,,,63,4.1,210,,,,,90,804,Clouds,overcast clouds,04n
1509501600,2017-11-01 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,2.59,-0.79,1.7,4,1021,,,69,1.5,230,,,,,1,800,Clear,sky is clear,01n
1509505200,2017-11-01 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,2.6,-1.14,1.5,3.3,1022,,,70,2.06,240,,,,,90,804,Clouds,overcast clouds,04n
1509508800,2017-11-01 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,1.94,-1.27,0.6,3,1021,,,81,1.55,187,,,,,90,804,Clouds,overcast clouds,04n
1509512400,2017-11-01 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,1.78,-1.71,0,3,1020,,,75,1.72,164,,,,,90,804,Clouds,overcast clouds,04n
1509516000,2017-11-01 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,1.9,-1.59,0.2,4,1021,,,84,2.05,172,,,,,90,804,Clouds,overcast clouds,04n
1509519600,2017-11-01 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,1.88,-1.76,0,4,1021,,,88,2.39,179,,,,,90,804,Clouds,overcast clouds,04n
1509523200,2017-11-01 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,1.58,-1.78,0,3,1021,,,75,1.5,150,,,,,75,803,Clouds,broken clouds,04n
1509526800,2017-11-01 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,1.7,-2.76,0,3.3,1020,,,75,3.1,140,,,,,20,801,Clouds,few clouds,02n
1509530400,2017-11-01 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,1.92,-2.1,0.6,3.4,1020,,,78,2.6,140,,,,,75,803,Clouds,broken clouds,04n
1509534000,2017-11-01 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,2.07,-1.6,0.7,3.2,1020,,,81,2.24,167,,,,,90,804,Clouds,overcast clouds,04n
1509537600,2017-11-01 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,2.17,-1.39,0.8,3.3,1020,,,81,2.1,150,,,,,90,804,Clouds,overcast clouds,04n
1509541200,2017-11-01 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,2.57,-0.52,1,4,1020,,,81,1.5,150,,,,,90,804,Clouds,overcast clouds,04d
1509544800,2017-11-01 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.47,-0.06,2,5,1020,,,75,2.1,130,,,,,75,803,Clouds,broken clouds,04d
1509548400,2017-11-01 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,4.12,-0.37,2.6,5,1020,,,75,3.6,150,,,,,90,804,Clouds,overcast clouds,04d
1509552000,2017-11-01 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,4.64,-0.83,3.5,6,1020,,,75,5.1,150,,,,,90,804,Clouds,overcast clouds,04d
1509555600,2017-11-01 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.12,-0.16,3.9,6.53,1019,,,79,5.1,200,,,,,90,804,Clouds,overcast clouds,04d
1509559200,2017-11-01 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.5,2.38,4,7,1019,,,79,2.1,150,,,,,90,804,Clouds,overcast clouds,04d
1509562800,2017-11-01 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.77,1.65,4.5,7,1018,,,79,3.6,210,,,,,90,804,Clouds,overcast clouds,04d
1509566400,2017-11-01 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.95,0.81,4.8,7.2,1017,,,79,5.1,160,,,,,90,804,Clouds,overcast clouds,04d
1509570000,2017-11-01 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.29,2.48,5,7.2,1017,,,75,3.1,190,,,,,90,804,Clouds,overcast clouds,04d
1509573600,2017-11-01 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.87,2.11,4.8,7,1017,,,79,3.1,120,,,,,90,804,Clouds,overcast clouds,04d
1509577200,2017-11-01 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.86,2.19,4.7,7,1016,,,82,3.1,120,,,,,90,804,Clouds,overcast clouds,04n
1509580800,2017-11-02 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.86,3.31,4.7,7,1017,,,82,1.5,110,,,,,90,804,Clouds,overcast clouds,04n
1509584400,2017-11-02 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.79,2.55,4.6,7.5,1016,,,85,2.6,90,,,,,90,804,Clouds,overcast clouds,04n
1509588000,2017-11-02 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.37,3.91,4.6,8,1016,,,82,1.5,80,0.54,,,,90,500,Rain,light rain,10n
1509591600,2017-11-02 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.98,2.99,4.5,8,1015,,,92,2.6,60,,,,,90,804,Clouds,overcast clouds,04n
1509595200,2017-11-02 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.18,2.97,4.5,8,1014,,,95,3.1,80,2.3,,,,90,501,Rain,moderate rain,10n
1509595200,2017-11-02 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.18,2.97,4.5,8,1014,,,95,3.1,80,2.3,,,,90,701,Mist,mist,50n
1509598800,2017-11-02 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.39,3.04,4.8,8.2,1013,,,100,3.6,90,2.5,,,,90,501,Rain,moderate rain,10n
1509598800,2017-11-02 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.39,3.04,4.8,8.2,1013,,,100,3.6,90,2.5,,,,90,701,Mist,mist,50n
1509602400,2017-11-02 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.95,4.77,5.3,9,1012,,,100,2.1,340,2.8,,,,90,501,Rain,moderate rain,10n
1509602400,2017-11-02 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.95,4.77,5.3,9,1012,,,100,2.1,340,2.8,,,,90,701,Mist,mist,50n
1509606000,2017-11-02 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,7.39,4.99,5.7,9.2,1012,,,100,2.56,200,0.8,,,,90,500,Rain,light rain,10n
1509606000,2017-11-02 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,7.39,4.99,5.7,9.2,1012,,,100,2.56,200,0.8,,,,90,701,Mist,mist,50n
1509609600,2017-11-02 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,7.55,5.93,6,9,1012,,,100,1.5,130,0.3,,,,90,500,Rain,light rain,10n
1509609600,2017-11-02 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,7.55,5.93,6,9,1012,,,100,1.5,130,0.3,,,,90,701,Mist,mist,50n
1509613200,2017-11-02 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.48,5.96,7,10.01,1012,,,100,3.1,190,0.55,2,,,90,500,Rain,light rain,10n
1509613200,2017-11-02 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.48,5.96,7,10.01,1012,,,100,3.1,190,0.55,2,,,90,701,Mist,mist,50n
1509616800,2017-11-02 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.29,6.63,7.4,12.25,1012,,,100,3.6,180,0.8,,,,90,500,Rain,light rain,10n
1509616800,2017-11-02 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.29,6.63,7.4,12.25,1012,,,100,3.6,180,0.8,,,,90,701,Mist,mist,50n
1509620400,2017-11-02 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.46,7.19,7.9,12.42,1013,,,100,3.1,190,1.25,,,,90,501,Rain,moderate rain,10n
1509620400,2017-11-02 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.46,7.19,7.9,12.42,1013,,,100,3.1,190,1.25,,,,90,701,Mist,mist,50n
1509624000,2017-11-02 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.96,8.94,8.7,14.8,1013,,,100,1.5,170,0.5,,,,90,500,Rain,light rain,10n
1509624000,2017-11-02 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.96,8.94,8.7,14.8,1013,,,100,1.5,170,0.5,,,,90,701,Mist,mist,50n
1509627600,2017-11-02 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.52,9.3,9,15.4,1014,,,100,2.01,230,0.9,,,,90,500,Rain,light rain,10d
1509627600,2017-11-02 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.52,9.3,9,15.4,1014,,,100,2.01,230,0.9,,,,90,701,Mist,mist,50d
1509631200,2017-11-02 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.61,10.77,10,16,1014,,,100,1.92,209,0.62,,,,90,500,Rain,light rain,10d
1509631200,2017-11-02 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.61,10.77,10,16,1014,,,100,1.92,209,0.62,,,,90,701,Mist,mist,50d
1509634800,2017-11-02 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.25,11.53,10.7,16.1,1014,,,100,2.02,208,0.6,2.3,,,90,500,Rain,light rain,10d
1509634800,2017-11-02 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.25,11.53,10.7,16.1,1014,,,100,2.02,208,0.6,2.3,,,90,701,Mist,mist,50d
1509638400,2017-11-02 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.68,12.18,11,17,1014,,,100,1.9,213,1,,,,90,500,Rain,light rain,10d
1509638400,2017-11-02 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.68,12.18,11,17,1014,,,100,1.9,213,1,,,,90,701,Mist,mist,50d
1509642000,2017-11-02 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.2,13.15,11,17,1014,,,100,1.5,160,0.55,,,,90,500,Rain,light rain,10d
1509645600,2017-11-02 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.84,13.23,11,17.04,1014,,,100,2.6,160,0.8,,,,90,500,Rain,light rain,10d
1509649200,2017-11-02 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.06,15.33,12,17.1,1013,,,96,1.63,196,,,,,90,804,Clouds,overcast clouds,04d
1509652800,2017-11-02 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.46,14.56,12,17.28,1013,,,96,3.5,204,,,,,90,701,Mist,mist,50d
1509656400,2017-11-02 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.68,15.49,12,17.34,1014,,,96,2.6,190,0.37,,,,90,500,Rain,light rain,10d
1509656400,2017-11-02 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.68,15.49,12,17.34,1014,,,96,2.6,190,0.37,,,,90,701,Mist,mist,50d
1509660000,2017-11-02 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.74,15.22,15,17.2,1014,,,96,3.1,170,0.5,,,,90,500,Rain,light rain,10d
1509660000,2017-11-02 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.74,15.22,15,17.2,1014,,,96,3.1,170,0.5,,,,90,701,Mist,mist,50d
1509663600,2017-11-02 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.48,16.22,14,16.9,1014,,,100,1.5,170,1,,,,90,500,Rain,light rain,10n
1509663600,2017-11-02 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.48,16.22,14,16.9,1014,,,100,1.5,170,1,,,,90,701,Mist,mist,50n
1509667200,2017-11-03 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.02,15.59,14,17,1014,,,100,1.5,200,,,,,90,804,Clouds,overcast clouds,04n
1509670800,2017-11-03 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.23,15.65,13.95,16.6,1014,,,96,1.5,250,1.45,,,,90,501,Rain,moderate rain,10n
1509670800,2017-11-03 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.23,15.65,13.95,16.6,1014,,,96,1.5,250,1.45,,,,90,701,Mist,mist,50n
1509674400,2017-11-03 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,14.98,12.79,12.99,16.2,1015,,,96,5.1,290,0.2,,,,90,500,Rain,light rain,10n
1509674400,2017-11-03 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,14.98,12.79,12.99,16.2,1015,,,96,5.1,290,0.2,,,,90,701,Mist,mist,50n
1509678000,2017-11-03 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.01,9.06,10,16,1015,,,96,6.7,360,1.5,,,,90,500,Rain,light rain,10n
1509681600,2017-11-03 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.78,11.28,9.6,14.4,1015,,,100,1.5,60,0.35,,,,90,500,Rain,light rain,10n
1509685200,2017-11-03 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.86,9.03,10.76,13.2,1015,,,96,4.6,320,0.3,,,,90,500,Rain,light rain,10n
1509688800,2017-11-03 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.43,9,10.49,12.5,1016,,,92,3.6,320,,,,,90,804,Clouds,overcast clouds,04n
1509692400,2017-11-03 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.58,7.05,8,12,1017,,,96,5.1,330,,,,,90,804,Clouds,overcast clouds,04n
1509696000,2017-11-03 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.51,6.59,7.1,11.4,1018,,,92,3.6,320,0.4,,,,90,500,Rain,light rain,10n
1509699600,2017-11-03 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.65,5.18,6.3,10,1019,,,92,4.1,320,,0.5,,,90,500,Rain,light rain,10n
1509703200,2017-11-03 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,7.92,4.18,6,9.1,1020,,,89,4.1,310,,,,,75,803,Clouds,broken clouds,04n
1509706800,2017-11-03 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.93,4.13,5.6,8.7,1021,,,92,2.6,310,,,,,1,800,Clear,sky is clear,01n
1509710400,2017-11-03 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.28,3.45,5.6,7.2,1022,,,95,2.6,310,,,,,1,800,Clear,sky is clear,01n
1509714000,2017-11-03 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,7.31,4.24,6,8,1023,,,92,3.1,310,,,,,90,701,Mist,mist,50d
1509717600,2017-11-03 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.12,4.98,6.5,9,1024,,,85,3.1,330,,,,,20,801,Clouds,few clouds,02d
1509721200,2017-11-03 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.48,4.01,6.9,10,1025,,,85,5.1,320,,,,,90,804,Clouds,overcast clouds,04d
1509724800,2017-11-03 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.13,4.04,7,11,1026,,,65,5.1,330,,,,,75,803,Clouds,broken clouds,04d
1509728400,2017-11-03 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.01,6.62,8,11,1026,,,60,2.6,320,,,,,40,802,Clouds,scattered clouds,03d
1509732000,2017-11-03 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.34,5.79,8,12,1026,,,56,4.1,330,,,,,1,800,Clear,sky is clear,01d
1509735600,2017-11-03 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.1,6.23,8.2,12.2,1026,,,54,4.6,340,,,,,1,800,Clear,sky is clear,01d
1509739200,2017-11-03 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.34,6.01,8,12,1026,,,53,3.6,360,,,,,1,800,Clear,sky is clear,01d
1509742800,2017-11-03 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.64,4.63,8,11.3,1026,,,56,4.6,330,,,,,1,800,Clear,sky is clear,01d
1509746400,2017-11-03 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.45,4.82,7,10.2,1027,,,60,2.6,20,,,,,1,800,Clear,sky is clear,01d
1509750000,2017-11-03 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,6.3,3.84,3.3,8,1027,,,85,1.62,34,,,,,1,800,Clear,sky is clear,01n
1509753600,2017-11-04 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,4.94,2.53,2,7,1028,,,93,1.54,40,,,,,1,800,Clear,sky is clear,01n
1509757200,2017-11-04 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,4.04,0.26,2,6,1028,,,89,3.1,40,,,,,1,800,Clear,sky is clear,01n
1509760800,2017-11-04 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,4.16,0.56,2.9,6,1027,,,82,2.6,50,,,,,1,800,Clear,sky is clear,01n
1509764400,2017-11-04 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.71,0.89,2,5.4,1028,,,85,1.5,340,,,,,1,800,Clear,sky is clear,01n
1509768000,2017-11-04 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.63,0.38,2.4,5.5,1028,,,85,2.1,20,,,,,20,801,Clouds,few clouds,02n
1509771600,2017-11-04 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.38,-0.61,2,5.2,1027,,,85,3.1,20,,,,,1,800,Clear,sky is clear,01n
1509775200,2017-11-04 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.2,-0.36,2,5,1027,,,89,2.6,30,,,,,1,800,Clear,sky is clear,01n
1509778800,2017-11-04 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.72,0.9,2.7,5.1,1027,,,85,1.5,60,,,,,1,800,Clear,sky is clear,01n
1509782400,2017-11-04 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.67,-0.46,2,5.5,1026,,,78,3.1,60,,,,,1,800,Clear,sky is clear,01n
1509786000,2017-11-04 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.3,-0.1,2,5,1025,,,81,2.1,30,,,,,75,803,Clouds,broken clouds,04n
1509789600,2017-11-04 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.45,0.17,1.7,5.47,1025,,,85,2.1,30,,,,,1,800,Clear,sky is clear,01n
1509793200,2017-11-04 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,3.55,-0.14,1,5.77,1024,,,82,2.6,40,,,,,90,804,Clouds,overcast clouds,04n
1509796800,2017-11-04 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,4.62,0.37,3.29,6.12,1024,,,81,3.6,40,,,,,90,804,Clouds,overcast clouds,04n
1509800400,2017-11-04 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,4.95,1.22,3,6.46,1023,,,85,3.1,60,,,,,75,803,Clouds,broken clouds,04d
1509804000,2017-11-04 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,5.81,2.58,3,9,1023,,,85,2.6,40,,,,,1,800,Clear,sky is clear,01d
1509807600,2017-11-04 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.24,4.91,4.7,11.1,1022,,,79,3.1,70,,,,,1,800,Clear,sky is clear,01d
1509811200,2017-11-04 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.84,5.89,8,11.1,1022,,,73,4.1,70,,,,,90,804,Clouds,overcast clouds,04d
1509814800,2017-11-04 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.04,6.05,8,11.1,1020,,,71,4.1,70,,,,,90,804,Clouds,overcast clouds,04d
1509818400,2017-11-04 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.86,5.02,8,11.1,1019,,,68,5.1,70,,,,,90,804,Clouds,overcast clouds,04d
1509822000,2017-11-04 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.62,5.79,6.8,11.1,1018,,,77,4.1,50,,,,,90,804,Clouds,overcast clouds,04d
1509825600,2017-11-04 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.24,6.22,6.5,11.1,1017,,,82,3.1,30,1.3,,,,90,200,Thunderstorm,thunderstorm with light rain,11d
1509825600,2017-11-04 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.24,6.22,6.5,11.1,1017,,,82,3.1,30,1.3,,,,90,501,Rain,moderate rain,10d
1509829200,2017-11-04 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.48,4.27,7,9.5,1017,,,92,5.1,80,1.55,,,,90,500,Rain,light rain,10d
1509832800,2017-11-04 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.4,3.75,7,9.4,1016,,,92,5.7,70,0.3,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1509832800,2017-11-04 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.4,3.75,7,9.4,1016,,,92,5.7,70,0.3,,,,90,500,Rain,light rain,10d
1509836400,2017-11-04 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.25,6.62,7.29,9.1,1016,,,95,1.5,0,0.2,,,,90,500,Rain,light rain,10n
1509836400,2017-11-04 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.25,6.62,7.29,9.1,1016,,,95,1.5,0,0.2,,,,90,701,Mist,mist,50n
1509840000,2017-11-05 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.25,5.15,7.2,9.4,1016,,,95,3.6,90,,,,,90,804,Clouds,overcast clouds,04n
1509843600,2017-11-05 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.32,6.46,7.41,9.8,1015,,,100,2.1,90,0.3,,,,90,500,Rain,light rain,10n
1509843600,2017-11-05 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.32,6.46,7.41,9.8,1015,,,100,2.1,90,0.3,,,,90,701,Mist,mist,50n
1509847200,2017-11-05 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.63,7.27,7.8,10.2,1014,,,100,1.5,60,0.3,,,,90,500,Rain,light rain,10n
1509847200,2017-11-05 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,8.63,7.27,7.8,10.2,1014,,,100,1.5,60,0.3,,,,90,701,Mist,mist,50n
1509850800,2017-11-05 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.01,7.75,8,11,1014,,,100,1.5,80,,,,,90,701,Mist,mist,50n
1509854400,2017-11-05 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.35,7.65,8,11,1013,,,100,2.25,175,,,,,90,701,Mist,mist,50n
1509858000,2017-11-05 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,9.79,8.37,8.7,11.62,1013,,,100,2.02,180,,,,,90,701,Mist,mist,50n
1509861600,2017-11-05 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,10.35,9.08,9,12.42,1012,,,100,2.01,169,,,,,90,741,Fog,fog,50n
1509865200,2017-11-05 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,10.49,9,9,12.82,1012,,,100,2.38,171,,,,,90,741,Fog,fog,50n
1509868800,2017-11-05 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,11.05,9.58,10,13.59,1011,,,100,2.58,187,,,,,90,741,Fog,fog,50n
1509872400,2017-11-05 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,11.1,9.82,10,13.96,1011,,,100,2.33,195,0.3,0.3,,,90,500,Rain,light rain,10n
1509872400,2017-11-05 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,11.1,9.82,10,13.96,1011,,,100,2.33,195,0.3,0.3,,,90,701,Mist,mist,50n
1509876000,2017-11-05 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,11.21,10.01,10,13.72,1010,,,100,2.26,204,,,,,90,741,Fog,fog,50n
1509879600,2017-11-05 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,11.43,10.73,10,13.68,1010,,,100,1.64,210,,,,,90,741,Fog,fog,50n
1509883200,2017-11-05 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,11.55,10.98,10,13.94,1010,,,100,1.5,260,,,,,90,701,Mist,mist,50n
1509886800,2017-11-05 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,12.12,11.4,10.6,14.67,1009,,,100,1.96,192,,,,,90,741,Fog,fog,50d
1509890400,2017-11-05 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,13.29,13.27,12,15.99,1009,,,100,1.5,210,,,,,90,741,Fog,fog,50d
1509894000,2017-11-05 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,14.95,14.38,13.6,17.17,1009,,,100,3.1,170,,,,,90,741,Fog,fog,50d
1509897600,2017-11-05 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,15.91,16.04,14.5,18,1009,,,100,2.6,190,,,,,90,701,Mist,mist,50d
1509901200,2017-11-05 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.16,16.04,14.8,18,1008,,,100,3.1,170,0.61,,,,90,500,Rain,light rain,10d
1509901200,2017-11-05 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.16,16.04,14.8,18,1008,,,100,3.1,170,0.61,,,,90,701,Mist,mist,50d
1509904800,2017-11-05 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.45,15.74,15.5,17.37,1006,,,100,4.1,130,1,,,,90,500,Rain,light rain,10d
1509904800,2017-11-05 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.45,15.74,15.5,17.37,1006,,,100,4.1,130,1,,,,90,701,Mist,mist,50d
