,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,VehId,Vehicle Type,Vehicle Class,Engine Configuration & Displacement,Transmission,Drive Wheels,Generalized_Weight,EngineType,DayNum,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%],Acceleration[mph/s],Distance[km],Fuel Consumption[km/L]
200,200,200,200,200,200,200,200,200,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,142400,42.260836388899996,-83.7272738889,53.0,5.4600000381500005,2122.0,15.686274528499998,,,,,,,,,3.90625,,0.0,,-0.4779776923076922,0.01913888888888889,22.202242867171
201,201,201,201,201,201,201,201,201,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,143000,42.2608622222,-83.72673499999998,53.0,5.4600000381500005,2122.0,15.686274528499998,,,,,,,,,3.90625,,0.0,,0.0,0.008833333333333334,22.202242867171
202,202,202,202,202,202,202,202,202,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,143800,42.2608622222,-83.72673499999998,52.0,5.4600000381500005,2122.0,15.686274528499998,,,,,,,,,3.90625,,0.0,,-0.77671375,0.011555555555555557,21.783332624394188
203,203,203,203,203,203,203,203,203,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,144600,42.2608622222,-83.72673499999998,52.0,8.02999973297,2072.0,15.686274528499998,,,,,,,,,3.90625,,0.0,,0.0,0.011555555555555557,22.308992195446173
204,204,204,204,204,204,204,204,204,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,145900,42.2608866667,-83.72620472220001,52.0,8.02999973297,2072.0,15.686274528499998,,,,,,,,,3.90625,,0.0,,0.0,0.01877777777777778,22.308992195446173
205,205,205,205,205,205,205,205,205,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,146100,42.2608866667,-83.72620472220001,52.0,8.02999973297,2072.0,27.4509811401,,,,,,,,,3.90625,,0.0,,0.0,0.002888888888888889,12.747995208110721
206,206,206,206,206,206,206,206,206,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,146700,42.2608866667,-83.72620472220001,52.0,9.42000007629,2075.0,27.4509811401,,,,,,,,,3.90625,,0.0,,0.0,0.008666666666666666,12.729564371665257
207,207,207,207,207,207,207,207,207,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,148800,42.2608866667,-83.72620472220001,52.0,4.5199999809300015,2061.0,27.4509811401,,,,,,,,,3.90625,,0.0,,0.0,0.030333333333333337,12.81603399864406
208,208,208,208,208,208,208,208,208,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,150000,42.2609119444,-83.7255036111,52.0,4.5199999809300015,2061.0,27.4509811401,,,,,,,,,3.90625,,0.0,,0.0,0.017333333333333333,12.81603399864406
209,209,209,209,209,209,209,209,209,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,150400,42.2609119444,-83.7255036111,50.0,4.5199999809300015,2061.0,27.4509811401,,,,,,,,,3.90625,,0.0,,-3.106855,0.005555555555555556,12.323109614080828
210,210,210,210,210,210,210,210,210,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,151200,42.2609119444,-83.7255036111,50.0,5.8699998855599995,1965.0,20.0,,,,,,,,,5.46875,,0.0,,0.0,0.011111111111111112,17.7404088456196
211,211,211,211,211,211,211,211,211,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,151400,42.2609119444,-83.7255036111,49.0,5.8699998855599995,1965.0,20.0,,,,,,,,,5.46875,,0.0,,-3.106855,0.0027222222222222222,17.385600668707205
212,212,212,212,212,212,212,212,212,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,152900,42.260935833299996,-83.7250052778,49.0,5.8699998855599995,1965.0,20.0,,,,,,,,,5.46875,,0.0,,0.0,0.020416666666666666,17.385600668707205
213,213,213,213,213,213,213,213,213,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,153300,42.260935833299996,-83.7250052778,49.0,8.199999809269999,1940.0,20.0,,,,,,,,,5.46875,,0.0,,0.0,0.0054444444444444445,17.60964191443797
214,214,214,214,214,214,214,214,214,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,154900,42.260935833299996,-83.7250052778,50.0,8.199999809269999,1940.0,20.0,,,,,,,,,5.46875,,0.0,,0.388356875,0.022222222222222223,17.969022361671396
215,215,215,215,215,215,215,215,215,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,155700,42.260935833299996,-83.7250052778,50.0,12.760000228900001,2021.0,20.0,,,,,,,,,5.46875,,0.0,,0.0,0.011111111111111112,17.248838882554434
216,216,216,216,216,216,216,216,216,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,155900,42.260935833299996,-83.7250052778,51.0,12.760000228900001,2021.0,20.0,,,,,,,,,5.46875,,0.0,,3.106855,0.0028333333333333335,17.593815660205518
217,217,217,217,217,217,217,217,217,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,156000,42.2609655556,-83.72450305560001,51.0,12.760000228900001,2021.0,20.0,,,,,,,,,5.46875,,0.0,,0.0,0.0014166666666666668,17.593815660205518
218,218,218,218,218,218,218,218,218,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,156200,42.2609655556,-83.72450305560001,51.0,12.760000228900001,2021.0,24.7058830261,,,,,,,,,2.34375,,0.0,,0.0,0.0028333333333333335,14.242612289242127
219,219,219,219,219,219,219,219,219,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,157700,42.2609655556,-83.72450305560001,51.0,7.110000133510001,2024.0,24.7058830261,,,,,,,,,2.34375,,0.0,,0.0,0.02125,14.221501697904325
220,220,220,220,220,220,220,220,220,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,159000,42.2609961111,-83.7239994444,51.0,7.110000133510001,2024.0,24.7058830261,,,,,,,,,2.34375,,0.0,,0.0,0.018416666666666668,14.221501697904325
221,221,221,221,221,221,221,221,221,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,159800,42.2609961111,-83.7239994444,51.0,8.92000007629,2045.0,24.7058830261,,,,,,,,,2.34375,,0.0,,0.0,0.011333333333333334,14.075461827167894
222,222,222,222,222,222,222,222,222,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,161200,42.2609961111,-83.7239994444,51.0,8.92000007629,2045.0,35.294116973899996,,,,,,,,,6.25,,0.0,,0.0,0.01983333333333333,9.852823735397733
223,223,223,223,223,223,223,223,223,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,161400,42.2609961111,-83.7239994444,52.0,8.92000007629,2045.0,35.294116973899996,,,,,,,,,6.25,,0.0,,3.106855,0.002888888888888889,10.046016357660429
224,224,224,224,224,224,224,224,224,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,162200,42.2609961111,-83.7239994444,52.0,7.369999885560001,2098.0,35.294116973899996,,,,,,,,,6.25,,0.0,,0.0,0.011555555555555557,9.792232340998847
225,225,225,225,225,225,225,225,225,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,163000,42.261025,-83.7233033333,52.0,7.369999885560001,2098.0,35.294116973899996,,,,,,,,,6.25,,0.0,,0.0,0.011555555555555557,9.792232340998847
226,226,226,226,226,226,226,226,226,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,164300,42.261025,-83.7233033333,52.0,4.400000095369999,2018.0,35.294116973899996,,,,,,,,,6.25,,0.0,,0.0,0.01877777777777778,10.180427874834283
227,227,227,227,227,227,227,227,227,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,164500,42.261025,-83.7233033333,51.0,4.400000095369999,2018.0,35.294116973899996,,,,,,,,,6.25,,0.0,,-3.106855,0.0028333333333333335,9.984650415702854
228,228,228,228,228,228,228,228,228,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,165900,42.261025,-83.7233033333,49.0,4.400000095369999,2018.0,35.294116973899996,,,,,,,,,6.25,,0.0,,-0.8876728571428572,0.019055555555555555,9.593095497439997
229,229,229,229,229,229,229,229,229,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,166000,42.2610377778,-83.7227941667,49.0,4.400000095369999,2018.0,35.294116973899996,,,,,,,,,6.25,,0.0,,0.0,0.0013611111111111111,9.593095497439997
230,230,230,230,230,230,230,230,230,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,166700,42.2610377778,-83.7227941667,49.0,8.260000228880001,1940.0,28.627450943000003,,,,,,,,,0.0,,0.0,,0.0,0.009527777777777777,12.302626559032765
231,231,231,231,231,231,231,231,231,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,166900,42.2610377778,-83.7227941667,48.0,8.260000228880001,1940.0,28.627450943000003,,,,,,,,,0.0,,0.0,,-3.106855,0.002666666666666667,12.051552547623933
232,232,232,232,232,232,232,232,232,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,168800,42.2610377778,-83.7227941667,48.0,7.530000209810001,1875.0,28.627450943000003,,,,,,,,,0.0,,0.0,,0.0,0.025333333333333333,12.469339702608227
233,233,233,233,233,233,233,233,233,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,169300,42.2610377778,-83.7227941667,47.0,7.530000209810001,1875.0,28.627450943000003,,,,,,,,,0.0,,0.0,,-1.242742,0.006527777777777778,12.209561792137222
234,234,234,234,234,234,234,234,234,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,169900,42.2610594444,-83.7221536111,47.0,7.530000209810001,1875.0,28.627450943000003,,,,,,,,,0.0,,0.0,,0.0,0.007833333333333333,12.209561792137222
235,235,235,235,235,235,235,235,235,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,170100,42.2610594444,-83.7221536111,47.0,7.530000209810001,1875.0,28.627450943000003,,,,,,,,,0.0,,0.78125,,0.0,0.0026111111111111114,12.209561792137222
236,236,236,236,236,236,236,236,236,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,170400,42.2610594444,-83.7221536111,46.0,7.530000209810001,1875.0,28.627450943000003,,,,,,,,,0.0,,0.78125,,-2.0712366666666666,0.003833333333333333,11.949783881666214
237,237,237,237,237,237,237,237,237,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,171000,42.2610594444,-83.7221536111,46.0,4.0500001907300005,1829.0,28.627450943000003,,,,,,,,,0.0,,0.78125,,0.0,0.007666666666666666,12.25032519306952
238,238,238,238,238,238,238,238,238,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,171900,42.2610594444,-83.7221536111,44.0,4.0500001907300005,1829.0,13.333333969100002,,,,,,,,,1.5625,,0.78125,,-1.3808244444444444,0.011,25.15859500801232
239,239,239,239,239,239,239,239,239,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,173000,42.2610769444,-83.72170444439999,44.0,4.0500001907300005,1829.0,13.333333969100002,,,,,,,,,1.5625,,0.78125,,0.0,0.013444444444444446,25.15859500801232
240,240,240,240,240,240,240,240,240,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,173500,42.2610769444,-83.72170444439999,42.0,3.75999999046,1675.0,13.333333969100002,,,,,,,,,1.5625,,0.78125,,-2.485484,0.005833333333333334,26.22297084566472
241,241,241,241,241,241,241,241,241,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,174600,42.2610769444,-83.72170444439999,41.0,3.75999999046,1675.0,13.333333969100002,,,,,,,,,1.5625,,0.78125,,-0.5648827272727273,0.01252777777777778,25.598614396958407
242,242,242,242,242,242,242,242,242,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,175700,42.2610769444,-83.72170444439999,41.0,19.7399997711,1621.0,13.333333969100002,,,,,,,,,1.5625,,0.78125,,0.0,0.01252777777777778,26.451375147998363
243,243,243,243,243,243,243,243,243,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,176000,42.2610866667,-83.7212847222,41.0,19.7399997711,1621.0,13.333333969100002,,,,,,,,,1.5625,,0.78125,,0.0,0.0034166666666666664,26.451375147998363
244,244,244,244,244,244,244,244,244,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,177200,42.2610866667,-83.7212847222,44.0,19.7399997711,1621.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,1.5534275,0.014666666666666666,7.481803209952308
245,245,245,245,245,245,245,245,245,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,177700,42.2610866667,-83.7212847222,44.0,8.60999965668,1778.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,0.0,0.006111111111111111,6.82114904574392
246,246,246,246,246,246,246,246,246,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,178900,42.2610994444,-83.72083527779999,44.0,8.60999965668,1778.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,0.0,0.014666666666666666,6.82114904574392
247,247,247,247,247,247,247,247,247,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,179400,42.2610994444,-83.72083527779999,45.0,8.60999965668,1778.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,1.242742,0.00625,6.97617516041992
248,248,248,248,248,248,248,248,248,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,179700,42.2610994444,-83.72083527779999,45.0,13.75,1859.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,0.0,0.00375,6.672210562252077
249,249,249,249,249,249,249,249,249,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,180400,42.2610994444,-83.72083527779999,47.0,13.75,1859.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,1.7753457142857143,0.009138888888888889,6.968753253907727
250,250,250,250,250,250,250,250,250,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,181900,42.2610994444,-83.72083527779999,48.0,14.100000381500001,1919.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,0.4142473333333333,0.02,6.894501683641684
251,251,251,251,251,251,251,251,251,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,182000,42.2611183333,-83.7203533333,48.0,14.100000381500001,1919.0,50.5882377625,,,,,,,,,2.34375,,0.78125,,0.0,0.0013333333333333335,6.894501683641684
252,252,252,252,252,252,252,252,252,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,182200,42.2611183333,-83.7203533333,48.0,14.100000381500001,1919.0,30.980392456100002,,,,,,,,,5.46875,,0.78125,,0.0,0.002666666666666667,11.258110784756939
253,253,253,253,253,253,253,253,253,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,182900,42.2611183333,-83.7203533333,49.0,14.100000381500001,1919.0,30.980392456100002,,,,,,,,,5.46875,,0.78125,,0.8876728571428572,0.009527777777777777,11.492654759439375
254,254,254,254,254,254,254,254,254,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,183900,42.2611183333,-83.7203533333,51.0,14.100000381500001,2020.0,30.980392456100002,,,,,,,,,5.46875,,0.78125,,1.242742,0.014166666666666666,11.363655573364037
255,255,255,255,255,255,255,255,255,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,185000,42.2611183333,-83.7203533333,52.0,14.100000381500001,2020.0,30.980392456100002,,,,,,,,,5.46875,,0.78125,,0.5648827272727273,0.01588888888888889,11.586472349312348
256,256,256,256,256,256,256,256,256,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,186000,42.261145,-83.7196563889,53.0,7.420000076289999,2105.0,30.980392456100002,,,,,,,,,5.46875,,0.78125,,0.621371,0.014722222222222222,11.332429469371279
257,257,257,257,257,257,257,257,257,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,186800,42.261145,-83.7196563889,53.0,7.420000076289999,2105.0,30.980392456100002,,,,,,,,,5.46875,,0.78125,,0.0,0.011777777777777778,11.332429469371279
258,258,258,258,258,258,258,258,258,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,187400,42.261145,-83.7196563889,53.0,7.420000076289999,2105.0,26.666667938200003,,,,,,,,,3.90625,,0.78125,,0.0,0.008833333333333334,13.165616088812834
259,259,259,259,259,259,259,259,259,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,188400,42.261145,-83.7196563889,53.0,6.0500001907300005,2133.0,26.666667938200003,,,,,,,,,3.90625,,0.78125,,0.0,0.014722222222222222,12.99279037362917
260,260,260,260,260,260,260,260,260,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,189000,42.261171111100005,-83.71911444439999,53.0,6.0500001907300005,2133.0,26.666667938200003,,,,,,,,,3.90625,,0.78125,,0.0,0.008833333333333334,12.99279037362917
261,261,261,261,261,261,261,261,261,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,189500,42.261171111100005,-83.71911444439999,54.0,6.0500001907300005,2133.0,26.666667938200003,,,,,,,,,3.90625,,0.78125,,1.242742,0.0075,13.237937361810856
262,262,262,262,262,262,262,262,262,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,190500,42.261171111100005,-83.71911444439999,54.0,5.32999992371,2139.0,26.666667938200003,,,,,,,,,3.90625,,0.78125,,0.0,0.015,13.200804297682348
263,263,263,263,263,263,263,263,263,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,191900,42.2611875,-83.7185719444,54.0,5.32999992371,2139.0,26.666667938200003,,,,,,,,,3.90625,,0.78125,,0.0,0.020999999999999998,13.200804297682348
264,264,264,264,264,264,264,264,264,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,192800,42.2611875,-83.7185719444,54.0,4.67999982834,2124.0,14.509803772,,,,,,,,,0.0,,0.78125,,0.0,0.0135,24.432273350299
265,265,265,265,265,265,265,265,265,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,193600,42.2611875,-83.7185719444,51.0,4.67999982834,2124.0,14.509803772,,,,,,,,,0.0,,0.78125,,-2.33014125,0.011333333333333334,23.07492483083795
266,266,266,266,266,266,266,266,266,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,194800,42.2611875,-83.7185719444,51.0,4.36000013351,2016.0,14.509803772,,,,,,,,,0.0,,0.78125,,0.0,0.016999999999999998,24.311081518204265
267,267,267,267,267,267,267,267,267,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,194900,42.2611627778,-83.7180475,51.0,4.36000013351,2016.0,14.509803772,,,,,,,,,0.0,,0.78125,,0.0,0.0014166666666666668,24.311081518204265
268,268,268,268,268,268,268,268,268,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,195700,42.2611627778,-83.7180475,50.0,4.36000013351,2016.0,14.509803772,,,,,,,,,0.0,,0.78125,,-0.77671375,0.011111111111111112,23.83439364529829
269,269,269,269,269,269,269,269,269,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,196800,42.2611627778,-83.7180475,50.0,4.25,1976.0,14.509803772,,,,,,,,,0.0,,0.78125,,0.0,0.01527777777777778,24.31687124945413
270,270,270,270,270,270,270,270,270,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,197800,42.2611627778,-83.7180475,49.0,4.25,1976.0,14.509803772,,,,,,,,,0.0,,0.78125,,-0.621371,0.01361111111111111,23.83053382446505
271,271,271,271,271,271,271,271,271,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,198300,42.2611627778,-83.7180475,49.0,4.25,1976.0,15.686274528499998,,,,,,,,,0.0,,0.78125,,0.0,0.006805555555555555,22.04324353413325
272,272,272,272,272,272,272,272,272,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,199000,42.2610775,-83.71738527779999,49.0,4.25,1976.0,15.686274528499998,,,,,,,,,0.0,,0.78125,,0.0,0.009527777777777777,22.04324353413325
273,273,273,273,273,273,273,273,273,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,199100,42.2610775,-83.71738527779999,50.0,14.829999923699999,2003.0,15.686274528499998,,,,,,,,,0.0,,0.78125,,6.21371,0.001388888888888889,22.189903524023805
274,274,274,274,274,274,274,274,274,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,200200,42.2610775,-83.71738527779999,52.0,14.829999923699999,2003.0,15.686274528499998,,,,,,,,,0.0,,0.78125,,1.1297654545454543,0.01588888888888889,23.07749966498476
275,275,275,275,275,275,275,275,275,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,201200,42.2610775,-83.71738527779999,53.0,7.420000076289999,2094.0,15.686274528499998,,,,,,,,,0.0,,0.78125,,0.621371,0.014722222222222222,22.499120995289807
276,276,276,276,276,276,276,276,276,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,201900,42.26095,-83.7168594444,53.0,7.420000076289999,2094.0,15.686274528499998,,,,,,,,,0.0,,0.78125,,0.0,0.010305555555555556,22.499120995289807
277,277,277,277,277,277,277,277,277,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,203600,42.26095,-83.7168594444,53.0,4.480000019069999,2102.0,14.117647171,,,,,,,,,0.0,,0.78125,,0.0,0.025027777777777777,24.903879398422948
278,278,278,278,278,278,278,278,278,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,205000,42.2607702778,-83.7163838889,51.0,4.480000019069999,2102.0,14.117647171,,,,,,,,,0.0,,0.78125,,-0.8876728571428572,0.01983333333333333,23.964110364520195
279,279,279,279,279,279,279,279,279,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,206000,42.2607702778,-83.7163838889,50.0,4.900000095369999,1979.0,14.117647171,,,,,,,,,0.0,,0.78125,,-0.621371,0.013888888888888888,24.954453123592554
280,280,280,280,280,280,280,280,280,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,207100,42.2607702778,-83.7163838889,49.0,4.900000095369999,1979.0,14.117647171,,,,,,,,,0.0,,0.78125,,-0.5648827272727273,0.014972222222222225,24.4553640611207
281,281,281,281,281,281,281,281,281,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,208000,42.2605777778,-83.7159547222,49.0,4.900000095369999,1979.0,14.117647171,,,,,,,,,0.0,,0.78125,,0.0,0.01225,24.4553640611207
282,282,282,282,282,282,282,282,282,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,208200,42.2605777778,-83.7159547222,48.0,4.900000095369999,1919.0,14.117647171,,,,,,,,,0.0,,0.78125,,-3.106855,0.002666666666666667,24.705298708872377
283,283,283,283,283,283,283,283,283,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,208600,42.2605777778,-83.7159547222,48.0,4.900000095369999,1919.0,18.4313735962,,,,,,,,,0.0,,0.78125,,0.0,0.005333333333333334,18.92320659692613
284,284,284,284,284,284,284,284,284,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,210200,42.2605777778,-83.7159547222,48.0,6.6999998092699995,1873.0,18.4313735962,,,,,,,,,0.0,,0.78125,,0.0,0.021333333333333336,19.38795166017152
285,285,285,285,285,285,285,285,285,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,210800,42.2605777778,-83.7159547222,47.0,6.6999998092699995,1873.0,18.4313735962,,,,,,,,,0.0,,0.78125,,-1.0356183333333333,0.007833333333333333,18.98403600058461
286,286,286,286,286,286,286,286,286,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,211000,42.2603836111,-83.7155461111,47.0,6.6999998092699995,1873.0,18.4313735962,,,,,,,,,0.0,,0.78125,,0.0,0.0026111111111111114,18.98403600058461
287,287,287,287,287,287,287,287,287,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,212200,42.2603836111,-83.7155461111,47.0,10.1000003815,1905.0,18.4313735962,,,,,,,,,0.0,,0.78125,,0.0,0.015666666666666666,18.6651440572677
288,288,288,288,288,288,288,288,288,8,ICE,Car,4-FI 1.5L,5-SP MANUAL,NO DATA,2500,,107.90807849999999,1006,213000,42.2603836111,-83.7155461111,48.0,10.1000003815,1905.0,18.4313735962,,,,,,,,,0.0,,0.78125,,0.77671375,0.010666666666666668,19.062274781890405
