,Unnamed: 0,Unnamed: 0.1,TripId,TripId_raw,VehId,Aggressiveness,Distance[km],Fuel Consumed[L],Fuel Rate[gpm],Weight,Displacement
382,382,382,7485,1016,437,1981.476075475704,2.093388888888889,0.1583843760801434,0.0756593182092455,3000,1.5
383,383,383,7506,1511,125,4387.89020403358,3.0673055555555555,0.3691702414032505,0.1203565261812939,3500,2.4
384,384,384,7510,869,456,6525.9740259740265,0.8213333333333332,0.0690448847998174,0.0840643889608167,3500,1.8
385,385,385,7527,1988,125,6962.177149573551,0.9216944444444444,0.120214748631947,0.1304279844112622,3500,2.4
386,386,386,7535,996,124,5437.632471913466,2.791472222222222,0.3120311085133903,0.1117801230581438,3000,1.8
387,387,387,7539,1428,405,6571.436200037381,3.121083333333333,0.2932480525318015,0.0939571364211576,3000,1.5
388,388,388,7545,1503,338,4342.117079441104,6.310055555555556,0.7622478555640002,0.1207989135520201,3000,1.8
389,389,389,7547,2305,347,2955.1320277651885,3.493583333333333,0.3832903752296857,0.1097126756853333,4000,3.3
390,390,390,7549,1272,405,3506.662693175529,1.3049444444444445,0.0783570495187478,0.0600462723546111,3000,1.5
391,391,391,7564,1081,201,4639.567562093323,4.388555555555556,0.4533760554131049,0.103308719617134,2500,1.5
392,392,392,7579,1397,349,5523.176803741147,3.855027777777778,0.5232770241832436,0.135738846604339,3500,2.5
393,393,393,7627,889,375,5575.562164716346,0.9993611111111113,0.1633895916768745,0.1634940462063953,4500,3.3
394,394,394,7630,1849,458,6404.765031422943,2.961388888888889,0.3915346860535386,0.1322131948028082,3500,2.4
395,395,395,7631,833,605,4870.687302639272,1.4250555555555555,0.1287134055000136,0.0903216755292286,4000,2.3
396,396,396,7634,781,452,5290.098070230939,2.458555555555556,0.2536663385370978,0.1031769804688335,3000,1.5
397,397,397,7640,1236,405,6536.941671045717,1.0572222222222225,0.0949178673754891,0.0897804315690385,3000,1.5
398,398,398,7672,988,441,5493.914375691548,0.9790833333333332,0.0905069094786383,0.0924404556765392,3000,1.8
399,399,399,7686,1542,231,5175.701621798276,2.039916666666667,0.1857638020428864,0.0910644072272003,3000,1.8
400,400,400,7698,774,350,5619.995624589805,3.047333333333333,0.2589013466568568,0.0849599693689094,3000,1.5
401,401,401,7706,1080,355,4949.897048730268,0.9713333333333332,0.0832238554286418,0.0856800158839827,3000,1.8
402,402,402,7741,1224,375,4289.406462176681,9.602027777777778,1.2952969698463614,0.1348982735546861,4500,3.3
