,TripId,VehId,Aggressivity,Aggressiveness,Fuel Consumed[L],Distance[km],Weight,Displacement,Fuel Economy[mpg],Fuel Rate[gpm]
5320,5320,601,468.05840235570844,185854.7257876313,inf,4.1897777777777785,3500.0,2.5,0.0,inf
5321,5321,185,331.14120582569143,134725.58043332124,0.4583531846098076,4.83475,2500.0,1.5,24.810643076777787,0.040305283378002314
5322,5322,195,195.5849772315873,101576.87773661168,0.2514264431985446,1.9793333333333327,3000.0,2.0,18.51706874948325,0.054004227857495354
5323,5323,191,215.6407885146793,191591.8435113352,0.2541852505785207,1.8403888888888889,3500.0,2.5,17.030347443513957,0.058718708077846765
5324,5324,562,295.66587193966166,117261.21579837815,0.8197628256349472,5.713666666666668,3000.0,2.4,16.394226546595608,0.06099708315959913
5325,5325,259,349.0438594465281,138542.30136113422,0.0,7.8468055555555525,3500.0,2.7,inf,0.0
5326,5326,454,354.45417314804047,184464.8361889741,0.0,4.262194444444445,4500.0,5.7,inf,0.0
5327,5327,208,357.05399102552275,114399.60156350749,0.9773399344118574,6.2466388888888895,3500.0,2.5,15.033669836146409,0.06651735809679925
5328,5328,507,260.22723648804816,107878.86361241176,0.28559925047792023,1.8450277777777773,4000.0,2.4,15.195328658841724,0.06580969865486448
5329,5329,540,163.37943079250817,63290.72354791684,0.0,0.7240555555555556,3500.0,1.8,inf,0.0
5330,5330,367,295.8623785664613,146399.4492776758,1.0591804325536909,6.960555555555558,3500.0,2.5,15.457462704773205,0.06469367056542882
5331,5331,546,430.17275497715485,179847.059168819,0.8733201812151673,7.571555555555554,2500.0,1.5,20.392753478257728,0.04903702685692623
5332,5332,340,335.9227581389095,164848.5369097761,0.5359778551460859,4.009777777777779,3500.0,3.5,17.596962573870663,0.05682798925110392
5333,5333,465,343.88493321435567,198536.3482671175,0.4988098864487248,3.0232222222222225,4000.0,3.5,14.256051996379798,0.07014564763469869
5334,5334,462,287.74457241515694,206270.4607096588,0.4022351848611565,5.960611111111112,3000.0,1.8,34.855794226436316,0.028689634598587106
5335,5335,154,466.4775838478133,133632.44225279006,0.5016900108413805,3.210833333333333,3500.0,2.5,15.053814537496596,0.06642834595239387
5336,5336,174,368.13427064903397,99473.91980105688,0.0,4.02125,3000.0,2.2,inf,0.0
5337,5337,506,460.58710274779617,108321.58816783328,0.0,6.32175,3500.0,2.4,inf,0.0
5338,5338,130,197.60605199581403,171940.11691633175,0.1942579144568019,1.520555555555556,3500.0,2.4,18.41144278142231,0.054314048707200156
5339,5339,276,341.35341782818904,167314.7539636901,0.22015042250264447,2.705111111111111,2500.0,2.0,28.902129133232695,0.03459952709332284
5340,5340,609,432.8433958683606,119460.70987109304,0.0,2.8315,,3.8,inf,0.0
5341,5341,366,348.4574031535492,177760.63108591147,0.3900354323427805,2.704333333333333,4500.0,3.5,16.308740092940113,0.06131681505139013
5342,5342,157,648.4650406452498,198865.02289012735,0.390166099284757,2.2328888888888887,3500.0,3.5,13.461139749751013,0.07428791458899286
5343,5343,494,477.9659271324603,160951.26435737958,3.119852507850082,22.026999999999997,4500.0,3.5,16.606784149561218,0.06021635441238765
5344,5344,282,372.7318562814183,146227.54625303682,0.0,3.7159722222222222,3500.0,2.5,inf,0.0
5345,5345,531,412.388456181414,130007.05303296645,0.5352428543172562,5.1356944444444474,2500.0,1.5,22.56901218289681,0.044308540927538574
5346,5346,602,393.6430830195597,116982.39360083465,0.0,3.194861111111111,,4.0,inf,0.0
5347,5347,156,398.9349383866357,232368.9014380457,0.5420064450557114,2.9611944444444447,4500.0,3.5,12.850698288660734,0.07781678299010297
5348,5348,557,313.13084873935503,133943.09834564695,0.8504337686697292,5.2185555555555565,4500.0,3.5,14.433580100831206,0.06928288013189546
5349,5349,429,335.9103898350931,104752.74129413182,1.4500311268715251,6.9158333333333335,3500.0,3.5,11.218413551180015,0.08913916352235156
5350,5350,531,270.42559405003584,102421.55867821244,0.3859005144813025,3.749972222222224,2500.0,1.5,22.85687984538669,0.043750503426732354
5351,5351,180,268.55771603258603,113149.51068767805,0.0,10.939388888888883,2500.0,1.6,inf,0.0
5352,5352,195,260.3203196722061,133249.27166788062,0.5963190925437684,5.492000000000001,3000.0,2.0,21.66287362581339,0.046161927418918426
5353,5353,540,161.90598297035766,101271.36480454485,0.0,5.134027777777777,3500.0,1.8,inf,0.0
5354,5354,603,484.1279095631288,145617.2019838692,0.0,8.765138888888886,,3.1,inf,0.0
5355,5355,483,657.0359228585842,107517.21814676092,0.9669019669616592,6.266805555555552,4000.0,2.4,15.245021043601414,0.0655951865950173
5356,5356,155,113.51968365552817,96657.345834538,0.0,1.3450555555555557,3000.0,2.5,inf,0.0
5357,5357,465,444.4138807000093,135798.47951464306,0.28284528769702755,1.4834444444444446,4000.0,3.5,12.336347401698461,0.08106127100979019
5358,5358,273,454.3783913930889,200843.26934685497,1.0160807938891905,10.353750000000002,3000.0,2.0,23.96810420388634,0.04172211500306535
5359,5359,340,434.8801407972026,149384.75550903333,0.668488890301958,4.086722222222222,3500.0,3.5,14.379546099335105,0.06954322431959371
5360,5360,483,360.42806099913054,135608.08048949725,1.4499923276110225,8.807222222222222,4000.0,2.4,14.28688346884207,0.06999427147151277
5361,5361,465,376.3334783578669,200563.60430460988,0.9472322281260172,5.340527777777779,4000.0,3.5,13.26147908279535,0.07540637011578445
5362,5362,191,268.39138472177507,170137.25345349786,0.4357095647424613,3.38425,3500.0,2.5,18.269623436624386,0.054735665651178114
5363,5363,324,438.8104331593247,168305.9873667234,0.4333655980726521,4.9604444444444455,3000.0,1.8,26.923431364394112,0.037142368164946725
5364,5364,218,305.259650577098,107397.40677493662,0.0,8.670027777777781,3000.0,2.4,inf,0.0
5365,5365,140,91.09941012951107,53043.04446978335,0.08347105265149,0.3897777777777778,3500.0,2.5,10.983618426103536,0.0910446777378402
5366,5366,400,374.9991382157231,210150.45661412337,1.178081359642428,8.29475,3500.0,2.5,16.56121780752856,0.06038203298947075
5367,5367,483,401.2612371945234,151356.86623711558,0.5390540412751541,3.3066388888888887,4000.0,2.4,14.428417978967312,0.06930766778850783
5368,5368,563,350.0529501511882,163727.0662061132,0.4591421364679387,5.967055555555555,2500.0,1.8,30.568714985596145,0.032713184066494
5369,5369,301,474.104897878526,89864.2634362048,0.0,3.3041944444444447,3000.0,2.3,inf,0.0
5370,5370,531,355.9945116392082,110438.01740607093,0.16148881507612234,1.5703333333333331,2500.0,1.5,22.87250092062177,0.043720623445178367
5371,5371,494,438.1704453187686,112630.1331067686,0.3571509708894144,1.7655,4500.0,3.5,11.62733376024655,0.08600423971822029
5372,5372,202,297.9881184948776,137763.0364538297,0.7023274971597203,6.103611111111111,2500.0,1.8,20.441437580413197,0.04892023841601977
5373,5373,208,348.3855855141539,135956.008583691,0.6466649380391003,4.1422222222222205,3500.0,2.5,15.066706632597395,0.06637150535847441
5374,5374,413,268.8171249961323,113968.14203343428,0.8272999165649924,5.357111111111111,3500.0,2.4,15.231123014306991,0.06565504060735862
5375,5375,303,325.0892653224536,130857.89882550205,0.0,10.834416666666668,3000.0,1.8,inf,0.0
5376,5376,208,345.28329464410217,168840.9789479789,1.1355393244919092,8.6215,3500.0,2.5,17.858497032302502,0.055995753628717865
5377,5377,415,362.76245381938764,128010.57743411248,0.6292254379168412,5.3310555555555545,2500.0,2.0,19.928342968674176,0.05017978672747268
5378,5378,531,297.13004660111176,161100.15599987766,0.4929890704986272,5.448722222222222,2500.0,1.5,25.996903913138663,0.03846611901714214
5379,5379,324,427.3063453864074,200170.9821140311,0.4112672080697583,3.87175,3000.0,1.8,22.143561681256266,0.04515985343254262
5380,5380,598,395.87930847432784,104160.72245635158,0.0,5.7673611111111125,3500.0,3.5,inf,0.0
5381,5381,232,402.51564244904864,116483.53040273087,0.7503621235659828,4.3860277777777785,3500.0,2.4,13.748797838648846,0.0727336318226259
5382,5382,482,324.8055900250807,115690.32955913394,0.0,3.184388888888889,3000.0,2.4,inf,0.0
5383,5383,459,375.2659086197897,210041.9505962521,0.7877182714426871,4.6960000000000015,4000.0,3.6,14.022369959947305,0.07131462105595152
5384,5384,539,216.39765930536484,110533.31791907515,0.0,1.2013888888888888,3000.0,2.4,inf,0.0
5385,5385,268,371.46102804542664,126000.73773515304,0.1520393905113866,1.3555,2500.0,2.0,20.970445369993282,0.047686159371269486
