,TripId,TripId_raw,VehId,Aggressivity,Aggressiveness,Distance[km],Fuel Consumed[L],Fuel Rate[gpm],Weight,Displacement,SpeedAverage,SpeedVariance,Air Temperature[F],Precipitation Level[mm],Normalized PKE 1,Normalized PKE 2
18,27,1951,185,171.06672885427506,3477.377930416605,1.67425,0.1913077580204541,0.1142647501988676,2500.0,1.5,42.265,523.5123366834172,20.93,0.0,200.48241636766087,29.209358676083042
19,28,1736,337,384.1399713819943,4321.262806664813,3.8960833333333333,0.518532295065814,0.1330906581564769,3000.0,2.5,37.729662077597,592.0521391087228,13.39,0.0,45.83643658939247,6.872029473672034
20,29,1838,291,427.7201816423426,2984.6693358587518,2.962472222222221,0.2146957090737144,0.0724718049550743,3500.0,2.5,39.259526938239155,371.76231877672285,23.81,0.0,109.73765807515568,18.336626670655836
21,30,783,145,486.7644394461877,7227.3583444092,3.4066388888888888,0.5611024961420279,0.1647085336729181,3500.0,2.4,37.53880266075389,586.0297432398746,9.26,0.0,267.72942697113314,28.685295746907123
22,31,160,584,590.3561454581228,3745.826851630431,11.26747222222222,1.2578693264793401,0.1116372245407903,3500.0,2.5,45.54621848739496,118.44300251746269,-5.57,0.0,295.62375932006745,44.084244810887256
23,36,10291,345,335.06347609623697,4904.012234616769,1.2351111111111108,0.1203364754888814,0.097429676088515,3500.0,2.5,35.66153846153846,786.489206917114,14.23,0.0,52.95333094308993,8.845477403586129
24,37,7054,299,244.48636999208858,4428.939410908277,0.9921111111111108,0.1051868830690315,0.10602328901571101,3500.0,2.5,30.76111408677022,507.6213595298497,22.47,0.3,178.49288037971309,30.192825536866888
25,38,759,562,281.47027432733245,5120.208092118829,5.254083333333333,0.7209277001576301,0.1372128408363584,3000.0,2.4,97.63157894736842,623.0358037952022,12.05,0.0,149.6399917712405,20.252028961521273
26,39,1241,156,309.9846990829272,3665.699508010597,3.9635,0.6056283607458732,0.1528014029887405,4500.0,3.5,30.453118870145158,696.2102228041531,-10.76,0.0,75.16234139561463,12.64636220307167
27,40,4529,597,474.1301736747447,4074.0336667836077,27.395944444444453,3.104664182033713,0.1133256854250666,3000.0,2.0,38.45384615384615,285.40441677782724,14.57,0.0,39.80266968496065,6.39206166330677
28,44,390,577,340.28241049561296,2351.8469306404463,1.2543333333333333,0.1516577999331123,0.12090709534927901,3500.0,2.4,41.00909090909091,448.0638439186384,23.1,0.0,142.0267011703817,23.120625771922604
29,45,1761,367,318.9122520267175,4450.4001829407725,7.8956944444444455,1.0261511006329604,0.1299633753374257,3500.0,2.5,37.6970588235294,584.465478049627,11.67,0.0,51.9833141829445,5.081871854951804
30,47,386,557,349.2121781304553,5354.512031179176,7.1700277777777774,1.326105098421995,0.184951180040337,4500.0,3.5,31.38810198300284,541.4378156832016,22.9,0.8,25.867089906892076,3.2186890281871388
31,48,1194,400,328.0101980782426,5367.651114813058,2.517861111111111,0.3379610786089011,0.1342254650653711,3500.0,2.5,28.92831541218638,759.1818931951213,-5.0,0.0,234.7289247247127,31.380872289400095
32,49,1226,208,385.2953901819141,5387.587275417879,8.390583333333334,1.1415612806982869,0.1360526718283337,3500.0,2.5,33.5282738095238,397.84134444917214,12.55,0.3,72.32142455651235,8.80337833584665
33,50,2064,531,285.3079407785588,8598.90990702148,1.299583333333333,0.1783009241582491,0.1371985309329265,2500.0,1.5,46.228706624605685,584.3662520370176,19.51,0.0,50.057450355909054,6.799711464530999
34,51,1356,562,513.9341814639998,6171.301993600789,2.4829444444444446,0.3142828283424296,0.1265766654770038,3000.0,2.4,34.15412186379928,460.0049291197725,13.81,0.0,146.23556965022073,19.57484003191931
35,52,439,283,332.3604682772978,5101.80845920854,2.8154722222222226,0.263525930123436,0.0935991937847775,2500.0,1.5,47.05769230769231,781.6665421956683,21.94,0.0,45.07326396262476,6.698194025405536
36,54,392,597,421.72672225943427,6023.5120556913025,3.615166666666667,0.5336692617095364,0.1476195459064689,3000.0,2.0,50.00429184549356,542.2537449813099,26.05,0.0,185.63000820770853,25.583622926062393
37,55,1038,340,485.2912076387948,6095.398750987007,6.191555555555558,1.0811926655774182,0.1746237526056414,3500.0,3.5,26.548000000000002,170.6021044176707,8.45,0.0,24.534232572401255,3.093955709539354
