,TripId,TripId_raw,VehId,Aggressivity,Aggressiveness,Distance[km],Fuel Consumed[L],Fuel Rate[gpm]
184,260,1312,135,237.08521614699865,4751.803470462079,0.28494444444444444,0.058119760700974715,0.20396874490496097
185,262,1270,156,465.76655316639545,3838.1050416841053,2.455638888888889,0.45410129971810875,0.18492185547834253
186,268,1133,484,259.88118639174235,3923.7788535199284,13.524972222222221,2.414703700627834,0.17853668465657566
187,269,1387,530,827.5388532746061,5663.719018557728,8.029,1.0889030665239152,0.1356212562615413
188,270,2364,370,334.8218358355106,4363.141968680714,3.984055555555556,0.6339823838805756,0.15912990545438568
189,272,147,597,545.182139337057,5207.490204621393,9.053305555555557,1.060472858481261,0.11713653670183509
190,275,4487,597,381.0312671200802,4315.25111519509,6.544694444444445,0.6929189135561986,0.10587490668023357
191,276,1263,276,211.24105140125135,2812.009144604467,3.851694444444444,0.3287630991200667,0.08535544650855252
192,278,2036,189,332.80092519877064,4626.469505493767,10.337472222222223,3.3311822874558725,0.3222434088185415
193,279,2384,285,475.8931576783589,8638.83918916262,1.4128055555555556,0.24675011624222926,0.17465256649928732
194,280,866,145,318.23167252587706,3680.516913468486,3.3446388888888885,0.4087008475149465,0.122195806809721
195,281,1248,480,324.3954563259614,6717.704377731605,4.652333333333333,0.7500199091109265,0.16121370834224974
196,282,1515,208,399.66651374972616,6178.112414169449,8.297194444444443,1.2639100700165393,0.15232981202011195
197,284,727,429,490.87320790284156,5452.146564729346,1.086361111111111,0.18559796364227954,0.17084371093922276
198,285,574,480,336.88299048619376,3271.9057182116053,6.307333333333334,0.8315863201748317,0.13184435897497593
199,286,1525,591,931.6507031160593,8126.815053007084,4.422888888888889,0.46908634776953295,0.10605881349358881
200,287,168,608,387.35222021119944,3670.3402854006586,3.7958333333333334,0.3133885110317505,0.08256118841670705
201,288,3340,575,574.4353950656499,4827.4948678895435,1.677888888888889,0.22802329218706885,0.13589892256695713
202,291,1113,557,552.6930994311607,5501.426816592648,4.409583333333333,0.6886914633253339,0.1561806209941228
203,294,1223,153,347.54326384609675,6208.091817674132,1.4424722222222224,0.24216877304278464,0.1678845313705299
204,295,788,416,560.3836926907509,6719.681870631203,5.825722222222223,0.9084882736443335,0.1559443171146925
205,296,512,480,399.4251657984082,5720.790550010011,2.913583333333333,0.47794255922764156,0.16403943342195176
206,297,451,577,337.63255842057663,3153.7723920258222,8.545638888888888,0.8394508256730957,0.09823148819973622
207,298,1112,257,257.4178234481056,3559.143616875462,2.0266111111111114,0.21998551030678606,0.10854845762005945
208,299,568,12,387.69240723177626,5153.5801605808265,10.804527777777778,1.0298974267447214,0.09532091063368488
209,300,1620,366,430.9411980841369,5470.864180446965,2.007361111111111,0.3935601657133726,0.1960584787335697
210,302,501,576,427.20858800842154,6991.191818596336,11.513916666666667,1.2100097408643502,0.10509106291930925
211,303,1878,480,279.210409108406,4432.254838940076,3.5002499999999994,0.5013364430138586,0.1432287530930244
212,304,1732,531,432.5734243179263,5940.983798899068,5.682055555555556,0.5699205591045318,0.10030182801491606
213,305,2136,195,266.53749322043484,4647.405994690859,2.155611111111111,0.23806185710383032,0.11043822138266916
214,306,2813,324,287.09816225129714,4459.4042298682525,5.015916666666667,0.40361397561414136,0.08046664297602127
215,307,2554,133,549.8263020082645,5852.625513217605,1.1569166666666666,0.16050127527630198,0.13873192417457494
216,308,1415,522,279.08401105918267,5047.629475528304,2.2832500000000002,0.28350566034499014,0.12416759458884928
217,310,1478,324,220.57345509989128,3406.4342260400877,1.4842499999999998,0.1355850232153904,0.09134918188673768
218,311,3035,140,305.0378086979492,5441.992806141623,4.65675,0.6725297832081845,0.14442041836220207
219,313,1549,459,326.25126779227554,5324.711221387294,4.321361111111111,0.7624234019841124,0.17643131003881266
220,314,1691,462,435.7201114648596,4887.514898688915,0.7457777777777778,0.07712258766857143,0.10341228978205347
221,315,352,608,480.09262050278653,6585.38549885894,1.8623055555555559,0.20028828066942128,0.10754855994062266
222,317,407,557,687.7620841929929,1140.7186398197584,22.697972222222226,3.361152639122356,0.14808162624464102
223,318,1108,483,642.5814891152602,6660.7389187122935,3.342722222222222,0.550685248103075,0.16474155239168592
224,319,1475,459,283.9009324646883,5334.445264137024,7.79425,1.4773327224731585,0.18954135708671888
225,320,918,246,519.7226891578873,5449.450948100632,4.823972222222222,0.6177699637372761,0.12806250435925867
226,322,1488,202,297.28930118065296,4931.168534187057,6.802444444444444,0.7299169119983608,0.10730214968451288
227,324,2150,575,485.121219950133,4584.067062485738,6.4516944444444455,0.7804018396007888,0.1209607563285631
228,329,849,267,264.9113078089766,4260.6268167036,5.791166666666667,0.6700552999884263,0.1157029901842046
229,330,1834,462,418.1515134512267,5675.863194262161,7.831055555555555,0.6221189095900085,0.07944253557857357
230,332,1548,142,450.11556938590184,7046.021429826102,1.8976666666666668,0.29255715864445586,0.15416677954213376
231,333,1417,459,369.0187741015331,4666.837126054718,6.409694444444444,0.9682512810489745,0.1510604428091263
232,335,1071,484,401.4905501781276,3141.1747717682547,5.1939166666666665,0.7788770635472257,0.14995948405292583
233,336,585,584,243.98281551603418,3810.833054833673,5.5688611111111115,0.7383289704980602,0.1325816815623091
234,337,1560,507,484.05202545359293,7458.765804868843,1.32475,0.20020963167851621,0.15113012393169745
235,338,918,502,97.84211671634483,3065.224973840251,1.4335,0.2107679145755234,0.14703028571714225
236,340,1109,462,332.1162380792963,4992.83320923306,3.5813333333333333,0.29672409109016745,0.08285296661117855
237,341,2517,140,312.3749495730059,7424.410994764397,3.056,0.4579651286190687,0.1498576991554544
238,342,914,345,412.9592580618406,4537.7559100655735,3.122027777777778,0.3358581602765963,0.10757692890088766
239,343,1140,416,429.9738001140216,5117.177874327216,4.711972222222222,0.5814971439748069,0.12340844057450023
240,344,940,531,153.78012440679382,2914.7954269441766,6.633055555555556,0.7618985606614195,0.11486388954232213
241,345,1347,340,429.1941137753504,6673.45354154085,3.863666666666667,0.6333539518657808,0.163925619497657
242,346,1306,462,292.7349441752482,4478.744836089846,5.722138888888889,0.5298699333394281,0.09259997767064283
243,347,1947,157,939.2338119814893,8443.633805385827,2.132138888888889,0.46579039444846043,0.2184615631166483
244,348,1079,130,705.6266301415628,8888.240504350542,1.599416666666667,0.2272480351310072,0.14208182262137684
245,350,6392,199,400.612712375314,6586.576700529619,4.421416666666667,0.5233692830972718,0.11837140051580868
246,351,1267,202,346.48148935766,4670.937424357508,13.311888888888891,1.62971447229664,0.12242548641289538
247,352,703,283,326.16155589381964,4997.483059051307,4.304166666666667,0.37470947017665013,0.08705737932468154
248,353,629,608,289.8832005478745,4278.258191988914,3.247583333333333,0.3166741621209209,0.09751071169462039
249,354,982,283,275.56283262661606,4847.100234106493,5.019083333333334,0.46170310070280995,0.09198952678001825
250,355,1617,546,406.8832461078233,4887.141328422467,6.697166666666667,0.5309128092158107,0.07927424172647299
251,356,2162,195,310.61322178091655,5270.535545506099,5.730916666666667,0.49267271931171175,0.08596752456326853
252,357,1930,366,363.470505529903,5692.592446737289,2.116083333333333,0.40821979804763564,0.19291291208489064
253,359,2066,531,474.26127530016305,5494.700193423597,5.744444444444445,0.5495348567886944,0.09566370814503383
254,362,1449,133,307.3349422510978,5722.724677744057,1.8489444444444447,0.30914210684554577,0.16719924050418628
255,364,940,557,578.8951702294379,6802.215522681064,11.093444444444444,1.980908638172286,0.17856569689356652
256,365,743,8,349.84352470110304,4702.4673439767785,5.1292222222222215,0.5250810449685098,0.10237050028630265
257,367,956,502,141.62916094839474,2256.2584439322895,2.796222222222222,0.25376821806207683,0.09075395225934561
258,368,892,522,416.17050415963035,4373.490203520091,2.927638888888889,0.35113256244754343,0.11993711512037157
259,369,4291,597,595.4740618444015,4257.4900057464365,20.15741666666667,2.374063685034832,0.11777618750922109
260,371,10718,367,448.0558609217573,4577.08928391411,4.133194444444444,0.5525618872964065,0.1336888198035595
261,372,3074,366,296.2946287869244,4693.658230293663,4.600888888888888,0.6848565398278492,0.14885309260168672
262,374,906,12,310.22072163540344,5898.147223140114,7.229388888888889,0.9300526656863844,0.12864886368415127
263,375,1220,465,356.4561461086225,4980.050557733626,10.252305555555555,1.6216750223794016,0.1581766182827669
264,376,1047,483,443.26558157735724,5287.659417164684,10.820666666666668,1.4732122123816394,0.13614800804463426
265,379,850,319,356.6036614930082,3726.9379488123727,5.431,0.5930625530537474,0.10919951262267491
266,382,830,507,393.24235362038496,3801.254789675355,5.93725,0.7658903820171503,0.12899749581323852
267,383,687,563,246.971272859308,2780.6513929738117,2.5594722222222224,0.16216946381561007,0.06336050940799386
268,384,952,8,261.96285727922225,2783.366346113568,4.641861111111112,0.37230674956884435,0.08020635272297626
269,386,1066,480,759.555505364282,6683.493930672007,4.439444444444445,0.7042400001801677,0.1586324615597925
270,387,1330,370,168.9747111707581,6551.961823966065,1.2573333333333334,0.24210173573175708,0.19255175164243668
271,388,1071,156,544.6554462310697,5105.295578831819,23.584138888888887,3.4570363721848603,0.1465831077603415
