,Unnamed: 0,TripId,TripId_raw,VehId,Aggressivity,Aggressiveness,Distance[km],Fuel Consumed[L],Fuel Rate[gpm],Weight,Displacement
44,44,65,2689,185,255.53234330212865,4509.523543211367,9.437138888888887,0.9588813064549284,0.10160720508033398,2500.0,"      0
55  1.5"
45,45,66,1487,308,335.35160513749463,5153.5601180601925,6.4468055555555575,0.6402686079547701,0.09931563817727007,3000.0,"       0
148  1.8"
46,46,68,509,414,511.2926244197187,5428.117265171811,26.16008333333333,2.838015721240396,0.10848649391052126,3500.0,"       0
221  2.4"
47,47,69,1202,591,478.9722583128386,6467.308385106907,4.395027777777779,0.5262635263560715,0.11974065989229353,2500.0,"       0
333  2.0"
48,48,70,595,503,261.9205511883189,1909.071935438987,1.5971111111111111,0.1316480374017001,0.08242885324998615,2500.0,"       0
283  2.0"
49,49,71,2390,135,333.3064429605267,4752.386232524686,1.853805555555556,0.22135580186333936,0.11940615950792237,3500.0,"      0
21  2.5"
50,50,73,2044,415,217.50112384138828,4601.847782253497,12.260944444444444,1.5117462967853614,0.12329770382985045,2500.0,"       0
222  2.0"
51,51,75,1497,530,659.4523497480112,5583.86470861324,7.000527777777778,0.8852587262530028,0.1264559979410604,3500.0,"       0
297  2.5"
52,52,76,781,149,461.1970470571959,4786.088452108769,6.718638888888887,0.7603757695995451,0.11317407918098335,2500.0,"      0
32  1.8"
53,53,77,818,547,490.57184655727804,5001.156686537948,5.6195,0.4566376789919717,0.08125948553998963,2500.0,"       0
308  1.6"
54,54,79,1161,139,208.06305801302884,5112.756308384046,0.7166388888888888,0.07837804088907703,0.10936894732380223,3000.0,"      0
24  2.0"
55,55,80,8619,488,365.63730565855406,4119.30388219545,18.675,2.073121713501571,0.11101053352083383,3500.0,"       0
275  2.5"
56,56,81,2396,415,451.613133388218,2723.7687366167024,1.5566666666666666,0.13635207560856052,0.0875923397913665,2500.0,"       0
222  2.0"
57,57,83,952,416,379.31790943707983,5133.2053495087675,5.165583333333333,0.6944630035257386,0.13444038334342465,3500.0,"       0
223  2.4"
58,58,85,973,276,162.87169192648162,1786.555772394274,2.718638888888889,0.21754897321582067,0.08002128348304956,2500.0,"       0
126  2.0"
59,59,86,1282,240,567.9224115004081,2414.00217354001,14.569166666666666,2.288423290666889,0.15707303945548634,4500.0,"      0
95  3.5"
60,60,87,1352,562,249.43830959131802,3862.7353550488106,3.6336944444444437,0.4060726489276775,0.11175200753286288,3000.0,"       0
315  2.4"
61,61,88,2237,133,254.03119789203203,3569.941540662539,4.504555555555556,0.602146500261072,0.1336750080745331,3500.0,"      0
20  2.4"
62,62,89,2799,324,474.43292199649636,6050.124935175145,5.891944444444443,0.5761325141930946,0.0977830866576371,3000.0,"       0
158  1.8"
63,63,91,1314,531,228.7249905404866,4344.327091938954,5.61513888888889,0.6158677338798494,0.1096798754343396,2500.0,"       0
298  1.5"
64,64,92,1896,135,627.7574082097658,5479.718954764348,3.518611111111112,0.3786677937853346,0.10761854090370288,3500.0,"      0
21  2.5"
65,65,93,519,557,435.3305177713002,5336.520347600624,5.485222222222222,1.0465070131756846,0.19078662099339969,4500.0,"       0
313  3.5"
66,66,94,1842,145,340.6710772683398,7853.7672759696825,1.4953333333333334,0.28575855331386324,0.19110023627766154,3500.0,"      0
29  2.4"
67,67,95,924,276,434.4696252990352,2587.2885174079884,3.5759444444444446,0.2734536833417163,0.07647033884056881,2500.0,"       0
126  2.0"
68,68,96,246,597,439.2052304210505,4112.969848873353,20.214833333333328,2.483060092761232,0.12283356740155656,3000.0,"       0
337  2.0"
69,69,97,1964,340,361.9584482438604,5767.876134307536,4.022277777777778,0.6016799709084393,0.14958687692645,3500.0,"       0
169  3.5"
70,70,98,789,8,286.5564427759538,7687.584650112866,0.6152777777777778,0.08318669950041792,0.1352018592331849,2500.0,"     0
3  1.5"
71,71,99,877,138,449.43897142160597,3615.639426003672,16.74613888888889,1.6644826009463607,0.09939500752921317,2500.0,"      0
23  2.0"
72,72,100,1111,248,306.9316196372678,5722.75373529292,2.0469166666666667,0.2814942924417353,0.13752112971953032,4000.0,"       0
102  2.4"
73,73,101,2194,502,158.3581170218818,3475.106463623999,2.4917222222222217,0.24746595645096475,0.09931522632978898,2500.0,"       0
282  2.0"
74,74,102,1062,575,318.06303085663586,5374.412721358872,2.7670000000000003,0.4882176772223946,0.17644296249454086,4000.0,"       0
323  2.4"
75,75,103,1011,413,375.94605393679655,5944.724747216831,2.7197222222222215,0.4612798863122575,0.16960551432173704,3500.0,"       0
220  2.4"
76,76,104,410,557,854.2023572257698,2298.581510726015,3.1802222222222216,0.3779238960790233,0.11883568809696075,4500.0,"       0
313  3.5"
77,77,105,869,267,269.6221497261272,4549.656066799639,7.325388888888888,0.8489406382227034,0.1158901801801092,3500.0,"       0
117  2.5"
78,78,107,2104,154,587.5569190417775,6533.65904449161,0.6936388888888889,0.10385957281042796,0.14973147335610934,3500.0,"      0
35  2.5"
79,79,108,1263,291,356.5363685893013,3475.0537304267737,4.342666666666667,0.3888985228779356,0.08955292973854825,3500.0,"       0
135  2.5"
80,80,109,779,527,190.95749421050618,3149.0331915639936,1.2670555555555554,0.15576484884961844,0.12293450604170353,3500.0,"       0
294  3.0"
81,81,110,1693,268,520.8450643920918,6392.761315912273,7.6195555555555545,0.8900644652899434,0.11681317352440344,2500.0,"       0
118  2.0"
82,82,111,1225,195,267.11171148708024,4212.296233525857,6.228194444444443,0.564222694920353,0.090591695547277,3000.0,"      0
62  2.0"
83,83,112,1162,156,655.9199142092559,3393.2491295998498,7.116777777777778,0.94130627502446,0.13226579561943047,4500.0,"      0
37  3.5"
84,84,114,1552,268,314.01759300854974,8889.259877573733,0.8985000000000001,0.12949819246292602,0.14412709233492044,2500.0,"       0
118  2.0"
85,85,117,1418,140,391.2113154570479,5295.937617909697,0.6625833333333334,0.06540141182848093,0.0987066962572973,3500.0,"      0
25  2.5"
86,86,118,1224,230,409.9243068553587,5044.0063306096445,7.757722222222222,1.2117427116946704,0.1561982598737034,3500.0,"      0
87  3.6"
87,87,119,1134,145,323.17032965346544,3886.4634911779053,1.5932222222222223,0.2066340512877088,0.12969568739726473,3500.0,"      0
29  2.4"
88,88,121,571,490,288.7853514214371,8228.974987739088,1.4159722222222222,0.3661402174156032,0.2585786724269096,3500.0,"       0
277  3.6"
89,89,122,1100,488,550.1190191853349,3275.018695288787,7.577666666666666,0.837520104884063,0.11052480159469444,3500.0,"       0
275  2.5"
90,90,124,1298,176,380.427844312006,5209.029425373354,2.8216388888888893,0.35274930144187217,0.1250157498292698,3500.0,"      0
50  2.4"
91,91,125,1714,156,316.37083205440103,5170.080098091502,5.573027777777778,0.8331308648204783,0.14949339892805735,4500.0,"      0
37  3.5"
92,92,126,2681,255,363.1761436568087,5861.3279386224385,1.4554722222222225,0.3193160510270794,0.2193900001331156,4500.0,"       0
108  3.5"
93,93,128,540,576,265.306318353265,4513.259090085832,6.28813888888889,0.6617048269111394,0.10523063160713078,,"       0
324  2.0"
94,94,129,1213,324,213.40728844336968,6779.753761969903,4.2032500000000015,0.5565609087831167,0.13241204039329485,3000.0,"       0
158  1.8"
95,95,130,1640,484,303.290007575581,4605.913844674038,6.584361111111112,0.9862075332062432,0.1497802925088689,3500.0,"       0
271  3.5"
96,96,131,1055,145,332.016481489353,5371.6709326676955,5.2525555555555545,0.671112085462345,0.12776867914372064,3500.0,"      0
29  2.4"
97,97,132,766,283,228.52058599756785,6500.7794973192895,1.4610555555555556,0.16462630604590728,0.1126762808025526,2500.0,"       0
130  1.5"
98,98,133,1029,216,203.49015399195716,3312.4136723537536,4.2835833333333335,0.5332542899128496,0.12448789912950985,3500.0,"      0
79  2.4"
99,99,134,5501,466,257.66095194695674,6779.063759429577,1.075222222222222,0.2292750843309552,0.2132350686140949,3000.0,"       0
256  2.0"
100,100,135,1737,265,229.09383357273526,6166.851364454909,3.208444444444445,0.8007962837668098,0.2495901978771744,4000.0,"       0
115  3.0"
101,101,136,1148,319,284.03825245552343,2874.274484712765,1.215611111111111,0.07172853061959536,0.0590061492231944,2500.0,"       0
155  1.5"
102,102,138,1556,291,211.31705817959386,3497.2023924368127,2.8794444444444443,0.2977494895905328,0.10340518642928016,3500.0,"       0
135  2.5"
103,103,141,1297,500,413.2334631494822,5224.288666348753,3.1455,0.4806183378857241,0.15279552945023814,4500.0,"       0
280  3.5"
104,104,142,1448,480,598.9029799327277,7571.714503848297,1.3461944444444445,0.22254373341786424,0.1653132163308733,3500.0,"       0
268  2.4"
105,105,143,1501,163,243.4321429480257,7540.876777251186,1.1253333333333333,0.21580021544038352,0.19176559428944034,4500.0,"      0
43  3.5"
106,106,144,912,199,333.67404445165295,4200.76756389839,2.127944444444444,0.2557288905391537,0.12017648825691896,3000.0,"      0
64  2.0"
107,107,145,1097,584,509.71063662155365,4200.960154396687,17.271527777777774,1.7847755559172027,0.10333628726310852,3500.0,"       0
330  2.5"
108,108,146,1065,546,402.76891060517084,6213.144742777779,7.820194444444443,0.700029041395367,0.08951555442367239,2500.0,"       0
307  1.5"
109,109,147,3154,624,318.08771025915746,5074.891301400201,9.218916666666667,1.2790443525846222,0.13874128586163836,,"       0
353  2.5"
110,110,148,1670,480,341.2187011087048,4466.362515046589,7.4767777777777775,0.7700075909496795,0.10298655568422396,3500.0,"       0
268  2.4"
111,111,149,1326,268,476.4855470328654,4876.018099547511,1.4733333333333332,0.12880422955992835,0.08742368522167084,2500.0,"       0
118  2.0"
112,112,150,270,563,290.2607963590332,5027.543599363527,8.781027777777778,0.9169706565556504,0.10442634732078128,2500.0,"       0
316  1.8"
113,113,151,647,473,376.40590321845286,5144.898369893338,4.968999999999999,0.6405882038389186,0.12891692570716815,3500.0,"       0
262  2.4"
114,114,153,1195,400,272.2243935271573,4724.301226845225,1.2611388888888886,0.16077346491949568,0.12748275890623215,3500.0,"       0
209  2.5"
115,115,154,1490,484,322.0638378531682,5677.965170576278,1.011277777777778,0.17100195995745274,0.16909494474724768,3500.0,"       0
271  3.5"
116,116,155,911,208,350.1785512631445,7316.497370217209,1.3837222222222223,0.21450588113099933,0.1550209122077323,3500.0,"      0
72  2.5"
117,117,157,1658,522,442.621168545599,3224.0839071617543,8.882833333333334,0.9256675710745116,0.10420859385044318,3000.0,"       0
292  2.4"
118,118,159,1031,265,486.365288235066,5172.006021510578,9.189277777777779,1.4222323598933109,0.1547708529752646,4000.0,"       0
115  3.0"
119,119,161,2705,116,374.62121931831064,4667.774928855203,8.87275,3.6732054308704174,0.4139872565856604,,"     0
8  6.8"
120,120,162,1676,133,246.6661058643164,4865.752271371944,0.7918611111111111,0.09680397283708378,0.122248676540324,3500.0,"      0
20  2.4"
121,121,164,1790,162,350.9607923648529,3833.721210175748,1.7306944444444443,0.1986865460431553,0.11480163161148528,3500.0,"      0
42  2.5"
122,122,166,649,214,314.59811235323934,5512.699095996556,1.1615,0.1684360327674213,0.14501595589102134,4000.0,"      0
77  3.0"
123,123,167,1724,154,548.3450383255505,4924.144438110589,2.8262777777777783,0.3859855038510197,0.1365702645670268,3500.0,"      0
35  2.5"
124,124,171,1341,289,164.96149672949798,8322.513271255766,0.638388888888889,0.09357893586773748,0.1465860974344508,2500.0,"       0
134  1.8"
125,125,172,8566,490,428.8212109171331,6525.415724192786,3.352583333333333,0.6088210391000549,0.1815975856727563,3500.0,"       0
277  3.6"
126,126,176,999,577,444.49194437201714,4445.4329019173665,8.505583333333334,1.0736830890282063,0.12623273994864626,3500.0,"       0
325  2.4"
127,127,178,613,557,511.4292307119999,5144.185282137366,4.732722222222222,0.8155491194981891,0.17232135781576732,4500.0,"       0
313  3.5"
128,128,179,1845,480,320.25180530546777,4677.222898903777,0.821,0.13326731025584873,0.16232315500103378,3500.0,"       0
268  2.4"
129,129,182,1217,557,385.78102467782327,5034.288606752325,8.012055555555555,1.2507477743947308,0.15610822537637833,4500.0,"       0
313  3.5"
130,130,183,869,340,559.1152932773185,7141.3767579570695,1.5761666666666667,0.2469065716388465,0.15665004016422532,3500.0,"       0
169  3.5"
131,131,184,988,465,280.2663595123746,3730.1857455216254,64.20672222222223,10.517501195564249,0.16380685435339193,4000.0,"       0
255  3.5"
132,132,185,2841,575,325.61366566878536,4802.934573990862,7.337805555555555,0.8732302803334449,0.11900428182814275,4000.0,"       0
323  2.4"
133,133,187,922,276,279.5432879191353,3005.414847161572,2.8625,0.2094207662367864,0.07316009300848432,2500.0,"       0
126  2.0"
134,134,188,1048,216,296.2149121478872,4330.468846499975,4.722583333333334,0.6619997765961374,0.14017746853158847,3500.0,"      0
79  2.4"
135,135,189,1305,522,289.77840409956724,4963.856454939561,6.478027777777778,0.6964059065483146,0.10750276634151908,3000.0,"       0
292  2.4"
136,136,192,1176,584,572.0740265486734,4627.135225514204,9.369944444444446,1.0670968418729645,0.11388507671522635,3500.0,"       0
330  2.5"
137,137,195,1706,337,347.13575300306275,7201.632464482347,6.49325,1.1490981991815172,0.17696811291441378,3000.0,"       0
167  2.5"
138,138,196,2374,133,458.565617446094,4737.397542161472,4.832611111111111,0.5447093670382549,0.1127153322529641,3500.0,"      0
20  2.4"
139,139,197,1849,415,333.83378031685737,8218.173012894242,1.3765833333333335,0.19286512458591587,0.140104213029299,2500.0,"       0
222  2.0"
140,140,200,1137,232,420.469648676808,4663.89238902502,5.9741944444444455,0.7296097739710518,0.1221268876927055,3500.0,"      0
89  2.4"
141,141,201,1617,575,296.3414771117363,3379.734455574656,3.749111111111111,0.38570754077274816,0.10287973051255804,4000.0,"       0
323  2.4"
142,142,202,1158,268,376.1170882142935,7809.151349237386,1.91775,0.29563153060857217,0.15415540639216382,2500.0,"       0
118  2.0"
143,143,203,1187,557,705.8887155700986,6014.831347822447,4.978194444444443,0.8526888572666721,0.17128476333789133,4500.0,"       0
313  3.5"
144,144,204,766,267,180.271310294824,3555.638583604154,7.880722222222221,0.9518069425221678,0.12077661357460907,3500.0,"       0
117  2.5"
145,145,205,1262,248,408.5305483079372,6738.734979973297,1.3315555555555556,0.2167516400394114,0.1627807710576354,4000.0,"       0
102  2.4"
146,146,207,3188,624,424.17825040276153,3631.5720581177193,1.2732777777777775,0.19809511414069,0.15557886707676685,,"       0
353  2.5"
147,147,208,634,145,426.1890221643003,5013.745504486784,4.7732777777777775,0.5965345218770974,0.12497377057214068,3500.0,"      0
29  2.4"
148,148,209,1277,575,292.9230471818106,5161.224582448458,5.506638888888888,0.7506456461499492,0.13631648293927112,4000.0,"       0
323  2.4"
149,149,211,1217,324,536.9444103504278,5643.5281200439185,1.821555555555556,0.12712282255651458,0.06978805678959565,3000.0,"       0
158  1.8"
150,150,212,638,531,137.00627157705722,8219.77186311787,1.0227777777777778,0.13275877754998522,0.12980217250949125,2500.0,"       0
298  1.5"
151,151,213,1105,507,578.9155884060599,5228.389830508473,2.8844444444444446,0.4466166396583564,0.15483627723132534,4000.0,"       0
287  2.4"
152,152,214,1931,133,172.8782819863192,4361.077575799385,2.415916666666667,0.3970528508849303,0.16434873618085485,3500.0,"      0
20  2.4"
153,153,215,1499,483,350.3598683352534,5449.11188427028,10.618611111111113,1.6640967790314147,0.15671510724129786,4000.0,"       0
270  2.4"
154,154,216,1222,488,365.8111951449295,5187.938288920056,1.0298888888888886,0.1468729451657439,0.14261047647984632,3500.0,"       0
275  2.5"
155,155,218,929,340,518.9154177033256,6059.5310032942825,11.400222222222224,1.9593158085397848,0.17186645754330387,3500.0,"       0
169  3.5"
156,156,219,3141,624,444.07526390505484,6447.257548758757,5.689861111111112,0.9566395455941372,0.16813056187364922,,"       0
353  2.5"
157,157,220,1028,413,364.2952135926822,4135.555893963709,7.113916666666666,1.0233288231151942,0.14384886287889148,3500.0,"       0
220  2.4"
158,158,221,2803,185,298.17977206103836,4470.7560752530535,6.347472222222222,0.5834655808883839,0.09192093489526372,2500.0,"      0
55  1.5"
159,159,224,1077,156,282.6398582257507,4495.040024939043,4.989944444444443,0.6985026116787465,0.13998204177531967,4500.0,"      0
37  3.5"
160,160,225,1633,202,323.32621679898017,4969.284849881865,1.4460833333333334,0.1583376533732586,0.10949414167458672,2500.0,"      0
67  1.8"
161,161,228,391,283,300.9491359899218,4572.165117085522,8.490944444444445,0.7013212205004203,0.08259637371191247,2500.0,"       0
130  1.5"
162,162,229,2301,268,456.899299171532,4835.721932520633,2.4130833333333337,0.22634719020457594,0.09379998903390928,2500.0,"       0
118  2.0"
163,163,231,1460,367,390.8825418174498,5012.09231837843,2.639416666666667,0.3056493048709318,0.11580183937268908,3500.0,"       0
186  2.5"
164,164,232,957,299,537.4198473147578,3928.8471108653584,10.047222222222222,1.1072280322848178,0.11020240299213008,3500.0,"       0
140  2.5"
165,165,234,9945,345,369.1988466962345,5544.910633141472,1.4671111111111108,0.15489733176626233,0.10557982322753416,3500.0,"       0
171  2.5"
166,166,235,307,12,272.80359088253743,4897.190694853578,10.259555555555558,0.9850968777019332,0.09601750020920766,2500.0,"     0
4  1.8"
167,167,237,1509,591,765.5004946790567,5972.277977655747,4.400833333333333,0.3861640560091985,0.08774793925601937,2500.0,"       0
333  2.0"
168,168,239,637,584,507.38349131419454,3967.3346605672255,20.943027777777782,2.2205861119150443,0.10602985086384037,3500.0,"       0
330  2.5"
169,169,240,1164,307,872.669928157252,4364.218958611482,1.5604166666666668,0.1859329939015524,0.11915599075132866,3000.0,"       0
147  2.0"
170,170,241,1467,500,560.1872971119597,6114.893617021276,3.603333333333333,0.8250367859602853,0.22896488047001445,4500.0,"       0
280  3.5"
171,171,242,862,483,1016.7397140070714,6828.955619034348,1.1960833333333334,0.17914608644861782,0.14977726171416525,4000.0,"       0
270  2.4"
172,172,243,901,147,755.3404291279767,5363.154157275619,4.4984722222222215,0.7534328374923036,0.16748638210332475,3500.0,"      0
30  2.4"
173,173,246,1256,337,373.135553472338,8792.647977072958,1.734972222222222,0.3612933628654701,0.20824158348927976,3000.0,"       0
167  2.5"
174,174,247,431,596,230.34979536458042,4869.345256651198,3.118694444444445,0.5870496389324941,0.18823570227543385,,"       0
336  3.0"
175,175,248,1501,140,320.193225530182,7099.712510595164,3.178861111111112,0.4399578007128373,0.13840107678031213,3500.0,"      0
25  2.5"
176,176,250,2162,459,364.1694296636042,5210.381902806855,5.466777777777778,0.8080407731220768,0.14780933229199994,4000.0,"       0
249  3.6"
177,177,251,1756,494,673.7363150632748,5697.959183673469,1.77625,0.2968043779479018,0.1670960607729215,4500.0,"       0
278  3.5"
178,178,252,2002,459,416.8742641387481,5127.624460353025,5.083055555555556,0.8249844171856034,0.16230088539636986,4000.0,"       0
249  3.6"
179,179,253,931,276,417.95535574337504,5858.080452671943,5.802583333333334,0.6650020840325502,0.11460448662794735,2500.0,"       0
126  2.0"
180,180,254,1119,276,248.64202655800926,2037.0005904349537,2.5405,0.2310174628622104,0.09093385666688067,2500.0,"       0
126  2.0"
181,181,256,1254,484,502.723935053229,2529.703757247105,18.522722222222217,2.6218038639472794,0.14154527787507545,3500.0,"       0
271  3.5"
182,182,258,1527,156,597.3521649360636,6593.2189058932945,5.9135,0.9455554270409159,0.15989776393690974,4500.0,"      0
37  3.5"
183,183,259,496,162,136.82857919609378,4381.578947368421,3.5973333333333333,0.3676433473316869,0.1021988548920553,3500.0,"      0
42  2.5"
184,184,260,1312,135,237.08521614699865,4751.803470462079,0.28494444444444444,0.05811976070097472,0.20396874490496095,3500.0,"      0
21  2.5"
185,185,262,1270,156,465.7665531663954,3838.1050416841053,2.455638888888889,0.4541012997181088,0.18492185547834253,4500.0,"      0
37  3.5"
186,186,268,1133,484,259.88118639174235,3923.778853519928,13.524972222222221,2.414703700627834,0.17853668465657566,3500.0,"       0
271  3.5"
187,187,269,1387,530,827.5388532746061,5663.719018557728,8.029,1.0889030665239152,0.1356212562615413,3500.0,"       0
297  2.5"
188,188,270,2364,370,334.8218358355106,4363.141968680714,3.9840555555555563,0.6339823838805756,0.15912990545438568,4500.0,"       0
189  3.5"
189,189,272,147,597,545.182139337057,5207.490204621393,9.053305555555557,1.060472858481261,0.11713653670183508,3000.0,"       0
337  2.0"
190,190,275,4487,597,381.0312671200802,4315.251115195089,6.5446944444444455,0.6929189135561986,0.10587490668023357,3000.0,"       0
337  2.0"
191,191,276,1263,276,211.2410514012513,2812.009144604467,3.8516944444444436,0.3287630991200667,0.08535544650855252,2500.0,"       0
126  2.0"
192,192,278,2036,189,332.80092519877064,4626.469505493767,10.337472222222225,3.3311822874558725,0.3222434088185415,,"      0
57  5.4"
193,193,279,2384,285,475.8931576783588,8638.839189162622,1.4128055555555556,0.2467501162422293,0.17465256649928732,3000.0,"       0
131  2.4"
194,194,280,866,145,318.23167252587706,3680.5169134684857,3.3446388888888885,0.4087008475149465,0.12219580680972099,3500.0,"      0
29  2.4"
195,195,281,1248,480,324.3954563259614,6717.704377731605,4.652333333333333,0.7500199091109265,0.16121370834224974,3500.0,"       0
268  2.4"
196,196,282,1515,208,399.66651374972616,6178.112414169449,8.297194444444441,1.263910070016539,0.15232981202011195,3500.0,"      0
72  2.5"
197,197,284,727,429,490.87320790284167,5452.146564729345,1.0863611111111109,0.18559796364227954,0.17084371093922274,3500.0,"       0
228  3.5"
198,198,285,574,480,336.8829904861937,3271.9057182116053,6.307333333333334,0.8315863201748317,0.13184435897497593,3500.0,"       0
268  2.4"
199,199,286,1525,591,931.6507031160593,8126.815053007083,4.422888888888889,0.469086347769533,0.1060588134935888,2500.0,"       0
333  2.0"
200,200,287,168,608,387.3522202111993,3670.3402854006586,3.795833333333333,0.3133885110317505,0.08256118841670705,2500.0,"       0
348  2.0"
