,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,VehId,Vehicle Type,Vehicle Class,Engine Configuration & Displacement,Transmission,Drive Wheels,Generalized_Weight,EngineType,DayNum,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%],Acceleration[mph/s]
338,338,338,338,338,338,338,3197,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,174500,42.3029019444,-83.7811316667,59.0,3.42999982834,1584.0,10.5882358551,,,,,,,,,0.78125,,-3.125,,0.0
339,339,339,339,339,339,339,3198,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,174600,42.3029019444,-83.7811316667,55.0,3.42999982834,1584.0,10.5882358551,,,,,,,,,0.78125,,-3.125,,-24.85484
340,340,340,340,340,340,340,3199,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,175000,42.3029019444,-83.7811316667,55.0,3.42999982834,1584.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,0.0
341,341,341,341,341,341,341,3200,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,175700,42.3029019444,-83.7811316667,49.0,3.42999982834,1584.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,-5.326037142857143
342,342,342,342,342,342,342,3201,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,175900,42.3033138889,-83.7811463889,49.0,3.42999982834,1584.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,0.0
343,343,343,343,343,343,343,3202,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,176000,42.3033138889,-83.7811463889,49.0,3.42999982834,1342.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,0.0
344,344,344,344,344,344,344,3203,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,176100,42.3033138889,-83.7811463889,49.0,2.89999985695,1342.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,0.0
345,345,345,345,345,345,345,3204,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,176700,42.3033138889,-83.7811463889,42.0,2.89999985695,1342.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,-7.249328333333334
346,346,346,346,346,346,346,3205,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,177800,42.3033138889,-83.7811463889,35.0,2.89999985695,1342.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,-3.954179090909091
347,347,347,347,347,347,347,3206,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,178000,42.3033138889,-83.7811463889,35.0,2.89999985695,970.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,0.0
348,348,348,348,348,348,348,3207,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,178100,42.3033138889,-83.7811463889,35.0,2.70000004768,970.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,0.0
349,349,349,349,349,349,349,3208,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,178800,42.3033138889,-83.7811463889,29.0,2.70000004768,970.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,-5.326037142857143
350,350,350,350,350,350,350,3209,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,179000,42.303587777800004,-83.7811541667,29.0,2.70000004768,970.0,10.5882358551,,,,,,,,,-7.8125,,-3.125,,0.0
351,351,351,351,351,351,351,3210,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,179500,42.303587777800004,-83.7811541667,29.0,2.70000004768,970.0,13.7254905701,,,,,,,,,-7.8125,,-3.125,,0.0
352,352,352,352,352,352,352,3211,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,179800,42.303587777800004,-83.7811541667,24.0,2.70000004768,970.0,13.7254905701,,,,,,,,,-7.8125,,-3.125,,-10.356183333333332
353,353,353,353,353,353,353,3212,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,180000,42.303587777800004,-83.7811541667,24.0,2.70000004768,858.0,13.7254905701,,,,,,,,,0.0,,-3.125,,0.0
354,354,354,354,354,354,354,3213,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,180100,42.303587777800004,-83.7811541667,24.0,3.16999983788,858.0,13.7254905701,,,,,,,,,0.0,,-3.125,,0.0
355,355,355,355,355,355,355,3214,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,180900,42.303587777800004,-83.7811541667,20.0,3.16999983788,858.0,13.7254905701,,,,,,,,,0.0,,-3.125,,-3.106855
356,356,356,356,356,356,356,3215,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,181900,42.303765277800004,-83.7811636111,21.0,3.16999983788,858.0,13.7254905701,,,,,,,,,0.0,,-3.125,,0.621371
357,357,357,357,357,357,357,3216,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,182000,42.303765277800004,-83.7811636111,21.0,3.16999983788,2092.0,13.7254905701,,,,,,,,,0.0,,-3.125,,0.0
358,358,358,358,358,358,358,3217,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,182100,42.303765277800004,-83.7811636111,21.0,24.289999008200002,2092.0,13.7254905701,,,,,,,,,0.0,,-3.125,,0.0
359,359,359,359,359,359,359,3218,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,183000,42.303765277800004,-83.7811636111,28.0,24.289999008200002,2092.0,13.7254905701,,,,,,,,,0.0,,-3.125,,4.832885555555555
360,360,360,360,360,360,360,3219,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,184000,42.303765277800004,-83.7811636111,34.0,24.289999008200002,2606.0,13.7254905701,,,,,,,,,0.0,,-3.125,,3.728226
361,361,361,361,361,361,361,3220,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,184100,42.303765277800004,-83.7811636111,34.0,29.719999313400002,2606.0,13.7254905701,,,,,,,,,0.0,,-3.125,,0.0
362,362,362,362,362,362,362,3221,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,184600,42.303765277800004,-83.7811636111,34.0,29.719999313400002,2606.0,62.3529434204,,,,,,,,,0.0,,-3.125,,0.0
363,363,363,363,363,363,363,3222,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,185000,42.3040141667,-83.78117305560001,40.0,29.719999313400002,2606.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,9.320565
364,364,364,364,364,364,364,3223,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,186000,42.3040141667,-83.78117305560001,40.0,29.719999313400002,2448.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,0.0
365,365,365,365,365,365,365,3224,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,186100,42.3040141667,-83.78117305560001,44.0,26.079999923699997,2448.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,24.85484
366,366,366,366,366,366,366,3225,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,187100,42.3040141667,-83.78117305560001,48.0,26.079999923699997,2448.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,2.485484
367,367,367,367,367,367,367,3226,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,187900,42.304370277800004,-83.78118861109999,48.0,26.079999923699997,2448.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,0.0
368,368,368,368,368,368,368,3227,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,188000,42.304370277800004,-83.78118861109999,48.0,26.079999923699997,2225.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,0.0
369,369,369,369,369,369,369,3228,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,188100,42.304370277800004,-83.78118861109999,48.0,16.7999992371,2225.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,0.0
370,370,370,370,370,370,370,3229,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,188200,42.304370277800004,-83.78118861109999,51.0,16.7999992371,2225.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,18.64113
371,371,371,371,371,371,371,3230,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,189200,42.304370277800004,-83.78118861109999,52.0,16.7999992371,2225.0,62.3529434204,,,,,,,,,7.03125,,-3.125,,0.621371
372,372,372,372,372,372,372,3231,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,189600,42.304370277800004,-83.78118861109999,52.0,16.7999992371,2225.0,52.549018859899995,,,,,,,,,7.03125,,-3.125,,0.0
373,373,373,373,373,373,373,3232,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,190000,42.304370277800004,-83.78118861109999,52.0,16.7999992371,1482.0,52.549018859899995,,,,,,,,,7.03125,,-3.125,,0.0
374,374,374,374,374,374,374,3233,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,190100,42.304370277800004,-83.78118861109999,52.0,4.92000007629,1482.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,0.0
375,375,375,375,375,375,375,3234,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,190200,42.304370277800004,-83.78118861109999,53.0,4.92000007629,1482.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,6.21371
376,376,376,376,376,376,376,3235,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,191000,42.3047669444,-83.7812033333,53.0,4.92000007629,1482.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,0.0
377,377,377,377,377,377,377,3236,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,191300,42.3047669444,-83.7812033333,52.0,4.92000007629,1482.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,-2.0712366666666666
378,378,378,378,378,378,378,3237,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,192000,42.3047669444,-83.7812033333,52.0,4.92000007629,1393.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,0.0
379,379,379,379,379,379,379,3238,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,192100,42.3047669444,-83.7812033333,52.0,2.83999991417,1393.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,0.0
380,380,380,380,380,380,380,3239,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,192300,42.3047669444,-83.7812033333,50.0,2.83999991417,1393.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,-6.21371
381,381,381,381,381,381,381,3240,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,193400,42.3047669444,-83.7812033333,48.0,2.83999991417,1393.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,-1.1297654545454545
382,382,382,382,382,382,382,3241,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,194000,42.3047669444,-83.7812033333,48.0,2.83999991417,1253.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,0.0
383,383,383,383,383,383,383,3242,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,194100,42.3047669444,-83.7812033333,48.0,2.89999985695,1253.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,0.0
384,384,384,384,384,384,384,3243,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,194400,42.3047669444,-83.7812033333,45.0,2.89999985695,1253.0,52.549018859899995,,,,,,,,,0.0,,-3.125,,-6.21371
385,385,385,385,385,385,385,3244,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,194600,42.3047669444,-83.7812033333,45.0,2.89999985695,1253.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,0.0
386,386,386,386,386,386,386,3245,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,195000,42.30525,-83.7811716667,45.0,2.89999985695,1253.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,0.0
387,387,387,387,387,387,387,3246,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,195400,42.30525,-83.7811716667,38.0,2.89999985695,1253.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,-10.8739925
388,388,388,388,388,388,388,3247,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,196000,42.30525,-83.7811716667,38.0,2.89999985695,1087.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,0.0
389,389,389,389,389,389,389,3248,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,196100,42.30525,-83.7811716667,38.0,4.40999984741,1087.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,0.0
390,390,390,390,390,390,390,3249,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,196500,42.30525,-83.7811716667,34.0,4.40999984741,1087.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,-6.21371
391,391,391,391,391,391,391,3250,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,197500,42.30525,-83.7811716667,31.0,4.40999984741,1087.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,-1.864113
392,392,392,392,392,392,392,3251,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,198000,42.3054811111,-83.7810247222,31.0,4.40999984741,1102.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,0.0
393,393,393,393,393,393,393,3252,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,198100,42.3054811111,-83.7810247222,31.0,3.92999982834,1102.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,0.0
394,394,394,394,394,394,394,3253,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,199600,42.3054811111,-83.7810247222,34.0,3.92999982834,1102.0,12.941176414500001,,,,,,,,,0.0,,-3.125,,1.242742
395,395,395,395,395,395,395,3254,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,199700,42.3054811111,-83.7810247222,34.0,3.92999982834,1102.0,58.4313735962,,,,,,,,,0.0,,-3.125,,0.0
396,396,396,396,396,396,396,3255,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,200000,42.3054811111,-83.7810247222,34.0,3.92999982834,2045.0,58.4313735962,,,,,,,,,0.0,,-3.125,,0.0
397,397,397,397,397,397,397,3256,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,200100,42.3054811111,-83.7810247222,34.0,21.3899993896,2045.0,58.4313735962,,,,,,,,,0.0,,-3.125,,0.0
398,398,398,398,398,398,398,3257,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,200200,42.3054811111,-83.7810247222,34.0,21.3899993896,2045.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,0.0
399,399,399,399,399,399,399,3258,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,200600,42.3054811111,-83.7810247222,37.0,21.3899993896,2045.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,4.6602825
400,400,400,400,400,400,400,3259,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,201000,42.3057311111,-83.7810305556,37.0,21.3899993896,2045.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,0.0
401,401,401,401,401,401,401,3260,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,201700,42.3057311111,-83.7810305556,42.0,21.3899993896,2045.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,4.438364285714285
402,402,402,402,402,402,402,3261,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,202000,42.3057311111,-83.7810305556,42.0,21.3899993896,2447.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,0.0
403,403,403,403,403,403,403,3262,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,202100,42.3057311111,-83.7810305556,42.0,28.3199996948,2447.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,0.0
404,404,404,404,404,404,404,3263,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,202700,42.3057311111,-83.7810305556,46.0,28.3199996948,2447.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,4.142473333333333
405,405,405,405,405,405,405,3264,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,203800,42.3057311111,-83.7810305556,50.0,28.3199996948,2447.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,2.259530909090909
406,406,406,406,406,406,406,3265,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,204000,42.3060636111,-83.78116083329998,50.0,28.3199996948,2591.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,0.0
407,407,407,407,407,407,407,3266,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,204100,42.3060636111,-83.78116083329998,50.0,29.099998474099998,2591.0,58.4313735962,,,,,,,,,-3.90625,,-3.125,,0.0
408,408,408,408,408,408,408,3267,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,204700,42.3060636111,-83.78116083329998,50.0,29.099998474099998,2591.0,61.176471710200005,,,,,,,,,-3.90625,,-3.125,,0.0
409,409,409,409,409,409,409,3268,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,204800,42.3060636111,-83.78116083329998,54.0,29.099998474099998,2591.0,61.176471710200005,,,,,,,,,-3.90625,,-3.125,,24.85484
410,410,410,410,410,410,410,3269,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,205200,42.3060636111,-83.78116083329998,54.0,29.099998474099998,2591.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,0.0
411,411,411,411,411,411,411,3270,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,205900,42.3060636111,-83.78116083329998,58.0,29.099998474099998,2591.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,3.5506914285714286
412,412,412,412,412,412,412,3271,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,206000,42.3060636111,-83.78116083329998,58.0,29.099998474099998,2375.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,0.0
413,413,413,413,413,413,413,3272,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,206200,42.3060636111,-83.78116083329998,58.0,27.4499988556,2375.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,0.0
414,414,414,414,414,414,414,3273,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,206900,42.3060636111,-83.78116083329998,60.0,27.4499988556,2375.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,1.7753457142857143
415,415,415,415,415,415,415,3274,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,207000,42.3064877778,-83.78126305560001,60.0,27.4499988556,2375.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,0.0
416,416,416,416,416,416,416,3275,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,208000,42.3064877778,-83.78126305560001,63.0,27.4499988556,2427.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,1.864113
417,417,417,417,417,417,417,3276,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,208200,42.3064877778,-83.78126305560001,63.0,26.219999313400002,2427.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,0.0
418,418,418,418,418,418,418,3277,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,209000,42.3064877778,-83.78126305560001,65.0,26.219999313400002,2427.0,61.176471710200005,,,,,,,,,0.78125,,-3.125,,1.5534275
419,419,419,419,419,419,419,3278,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,209700,42.3064877778,-83.78126305560001,65.0,26.219999313400002,2427.0,20.7843132019,,,,,,,,,0.78125,,-3.125,,0.0
420,420,420,420,420,420,420,3279,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,209900,42.3069783333,-83.7813025,65.0,26.219999313400002,2427.0,20.7843132019,,,,,,,,,0.78125,,-3.125,,0.0
421,421,421,421,421,421,421,3280,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,210000,42.3069783333,-83.7813025,65.0,26.219999313400002,1400.0,20.7843132019,,,,,,,,,0.78125,,-3.125,,0.0
422,422,422,422,422,422,422,3281,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,210200,42.3069783333,-83.7813025,65.0,9.36999988556,1400.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,0.0
423,423,423,423,423,423,423,3282,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,211100,42.3069783333,-83.7813025,66.0,9.36999988556,1400.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,0.6904122222222222
424,424,424,424,424,424,424,3283,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,212000,42.3069783333,-83.7813025,66.0,9.36999988556,1487.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,0.0
425,425,425,425,425,425,425,3284,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,212100,42.3069783333,-83.7813025,67.0,9.36999988556,1487.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,6.21371
426,426,426,426,426,426,426,3285,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,212200,42.3069783333,-83.7813025,67.0,9.510000228880001,1487.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,0.0
427,427,427,427,427,427,427,3286,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,212900,42.3074883333,-83.78131694439999,67.0,9.510000228880001,1487.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,0.0
428,428,428,428,428,428,428,3287,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,213200,42.3074883333,-83.78131694439999,68.0,9.510000228880001,1487.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,2.0712366666666666
429,429,429,429,429,429,429,3288,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,214000,42.3074883333,-83.78131694439999,68.0,9.510000228880001,1409.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,0.0
430,430,430,430,430,430,430,3289,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,214200,42.3074883333,-83.78131694439999,69.0,3.31999993324,1409.0,20.7843132019,,,,,,,,,-0.78125,,-3.125,,3.106855
431,431,431,431,431,431,431,3290,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,214800,42.3074883333,-83.78131694439999,69.0,3.31999993324,1409.0,10.980392456099999,,,,,,,,,-0.78125,,-3.125,,0.0
432,432,432,432,432,432,432,3291,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,215200,42.3074883333,-83.78131694439999,70.0,3.31999993324,1409.0,10.980392456099999,,,,,,,,,-5.46875,,-3.125,,1.5534275
433,433,433,433,433,433,433,3292,123,ICE,NO DATA,4-FI 1.8L,5-SP AUTOMATIC,NO DATA,2500,,218.00017607400002,2265,216000,42.3080194444,-83.7813369444,70.0,3.31999993324,1382.0,10.980392456099999,,,,,,,,,-5.46875,,-3.125,,0.0
